COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;45201;Ferrières-en-Gâtinais;CHAR;5
CODGEO;Code géographique;Code géographique;45202;Fay-aux-Loges;CHAR;5
CODGEO;Code géographique;Code géographique;45203;Briare;CHAR;5
CODGEO;Code géographique;Code géographique;45204;Chaingy;CHAR;5
CODGEO;Code géographique;Code géographique;45205;La Ferté-Saint-Aubin;CHAR;5
CODGEO;Code géographique;Code géographique;45206;Châteauneuf-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45207;Beaugency;CHAR;5
CODGEO;Code géographique;Code géographique;45208;Jargeau;CHAR;5
CODGEO;Code géographique;Code géographique;45209;Meung-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45301;Pithiviers;CHAR;5
CODGEO;Code géographique;Code géographique;45302;Sully-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45303;Gien;CHAR;5
CODGEO;Code géographique;Code géographique;45501;Montargis;CHAR;5
CODGEO;Code géographique;Code géographique;45701;Orléans;CHAR;5
CODGEO;Code géographique;Code géographique;46101;Luzech;CHAR;5
CODGEO;Code géographique;Code géographique;46102;Prayssac;CHAR;5
CODGEO;Code géographique;Code géographique;46103;Gramat;CHAR;5
CODGEO;Code géographique;Code géographique;46104;Biars-sur-Cère;CHAR;5
CODGEO;Code géographique;Code géographique;46105;Gourdon;CHAR;5
CODGEO;Code géographique;Code géographique;46106;Saint-Céré;CHAR;5
CODGEO;Code géographique;Code géographique;46107;Souillac;CHAR;5
CODGEO;Code géographique;Code géographique;46401;Cahors;CHAR;5
CODGEO;Code géographique;Code géographique;47101;Layrac;CHAR;5
CODGEO;Code géographique;Code géographique;47102;Casteljaloux;CHAR;5
CODGEO;Code géographique;Code géographique;47103;Aiguillon;CHAR;5
CODGEO;Code géographique;Code géographique;47104;Miramont-de-Guyenne;CHAR;5
CODGEO;Code géographique;Code géographique;47201;Tonneins;CHAR;5
CODGEO;Code géographique;Code géographique;47301;Nérac;CHAR;5
CODGEO;Code géographique;Code géographique;47302;Fumel;CHAR;5
CODGEO;Code géographique;Code géographique;47401;Villeneuve-sur-Lot;CHAR;5
CODGEO;Code géographique;Code géographique;47501;Agen;CHAR;5
CODGEO;Code géographique;Code géographique;48101;La Canourgue;CHAR;5
CODGEO;Code géographique;Code géographique;48102;Langogne;CHAR;5
CODGEO;Code géographique;Code géographique;48103;Saint-Chély-d'Apcher;CHAR;5
CODGEO;Code géographique;Code géographique;48201;Marvejols;CHAR;5
CODGEO;Code géographique;Code géographique;48301;Mende;CHAR;5
CODGEO;Code géographique;Code géographique;49104;Saint-Léger-sous-Cholet;CHAR;5
CODGEO;Code géographique;Code géographique;49106;Saint-Christophe-du-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;49109;Candé;CHAR;5
CODGEO;Code géographique;Code géographique;49111;Trémentines;CHAR;5
CODGEO;Code géographique;Code géographique;49112;Allonnes;CHAR;5
CODGEO;Code géographique;Code géographique;49113;Maulévrier;CHAR;5
CODGEO;Code géographique;Code géographique;49114;La Tessoualle;CHAR;5
CODGEO;Code géographique;Code géographique;49115;Seiches-sur-le-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;49116;Vernantes;CHAR;5
CODGEO;Code géographique;Code géographique;49119;Saint-Georges-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49120;Durtal;CHAR;5
CODGEO;Code géographique;Code géographique;49121;Le Lion-d'Angers;CHAR;5
CODGEO;Code géographique;Code géographique;49122;Le May-sur-Èvre;CHAR;5
CODGEO;Code géographique;Code géographique;49123;Saint-Lambert-la-Potherie;CHAR;5
CODGEO;Code géographique;Code géographique;49124;Montreuil-Bellay;CHAR;5
CODGEO;Code géographique;Code géographique;49129;Ingrandes-Le Fresne sur Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49130;La Ménitré;CHAR;5
CODGEO;Code géographique;Code géographique;49203;Chalonnes-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49204;Beaufort-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49207;Tiercé;CHAR;5
CODGEO;Code géographique;Code géographique;49209;Montreuil-Juigné;CHAR;5
CODGEO;Code géographique;Code géographique;49213;Longué-Jumelles;CHAR;5
CODGEO;Code géographique;Code géographique;49214;Lys-Haut-Layon;CHAR;5
CODGEO;Code géographique;Code géographique;49215;Mazé-Milon;CHAR;5
CODGEO;Code géographique;Code géographique;49216;Ombrée d'Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49217;Gennes-Val-de-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49218;Les Hauts-d'Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49301;Verrières-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49302;Brain-sur-l'Authion;CHAR;5
CODGEO;Code géographique;Code géographique;49303;Orée d'Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49304;Mauges-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49305;Loire-Authion;CHAR;5
CODGEO;Code géographique;Code géographique;49306;Baugé-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49307;Montrevault-sur-Èvre;CHAR;5
CODGEO;Code géographique;Code géographique;49308;Brissac Loire Aubance;CHAR;5
CODGEO;Code géographique;Code géographique;49309;Doué-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49310;Segré-en-Anjou Bleu;CHAR;5
CODGEO;Code géographique;Code géographique;49401;Saumur;CHAR;5
CODGEO;Code géographique;Code géographique;49402;Beaupréau-en-Mauges;CHAR;5
CODGEO;Code géographique;Code géographique;49403;Sèvremoine;CHAR;5
CODGEO;Code géographique;Code géographique;49404;Chemillé-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49501;Cholet;CHAR;5
CODGEO;Code géographique;Code géographique;49701;Angers;CHAR;5
CODGEO;Code géographique;Code géographique;50101;Mortain-Bocage;CHAR;5
CODGEO;Code géographique;Code géographique;50102;La Haye;CHAR;5
CODGEO;Code géographique;Code géographique;50103;Saint-James;CHAR;5
CODGEO;Code géographique;Code géographique;50104;Pont-Hébert;CHAR;5
CODGEO;Code géographique;Code géographique;50105;Sourdeval;CHAR;5
CODGEO;Code géographique;Code géographique;50106;Condé-sur-Vire;CHAR;5
CODGEO;Code géographique;Code géographique;50107;Les Pieux;CHAR;5
CODGEO;Code géographique;Code géographique;50108;Saint-Vaast-la-Hougue;CHAR;5
CODGEO;Code géographique;Code géographique;50109;Pontorson;CHAR;5
CODGEO;Code géographique;Code géographique;50111;Bréhal;CHAR;5
CODGEO;Code géographique;Code géographique;50113;Périers;CHAR;5
CODGEO;Code géographique;Code géographique;50201;Villedieu-les-Poêles-Rouffigny;CHAR;5
CODGEO;Code géographique;Code géographique;50202;Saint-Hilaire-du-Harcouët;CHAR;5
CODGEO;Code géographique;Code géographique;50203;Agon-Coutainville;CHAR;5
CODGEO;Code géographique;Code géographique;50205;Valognes;CHAR;5
CODGEO;Code géographique;Code géographique;50206;Coutances;CHAR;5
CODGEO;Code géographique;Code géographique;50207;Bricquebec-en-Cotentin;CHAR;5
CODGEO;Code géographique;Code géographique;50208;Torigny-les-Villes;CHAR;5
CODGEO;Code géographique;Code géographique;50301;Avranches;CHAR;5
CODGEO;Code géographique;Code géographique;50302;Carentan-les-Marais;CHAR;5
CODGEO;Code géographique;Code géographique;50401;Saint-Lô;CHAR;5
CODGEO;Code géographique;Code géographique;50402;Granville;CHAR;5
CODGEO;Code géographique;Code géographique;50501;Cherbourg-en-Cotentin;CHAR;5
CODGEO;Code géographique;Code géographique;51101;Sarry;CHAR;5
CODGEO;Code géographique;Code géographique;51102;Sermaize-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;51103;Muizon;CHAR;5
CODGEO;Code géographique;Code géographique;51104;Fère-Champenoise;CHAR;5
CODGEO;Code géographique;Code géographique;51105;Blancs-Coteaux;CHAR;5
CODGEO;Code géographique;Code géographique;51106;Warmeriville;CHAR;5
CODGEO;Code géographique;Code géographique;51107;Dormans;CHAR;5
CODGEO;Code géographique;Code géographique;51108;Courtisols;CHAR;5
CODGEO;Code géographique;Code géographique;51109;Bazancourt;CHAR;5
CODGEO;Code géographique;Code géographique;51110;Suippes;CHAR;5
CODGEO;Code géographique;Code géographique;51111;Montmirail;CHAR;5
CODGEO;Code géographique;Code géographique;51112;Sainte-Menehould;CHAR;5
CODGEO;Code géographique;Code géographique;51113;Witry-lès-Reims;CHAR;5
CODGEO;Code géographique;Code géographique;51201;Mourmelon-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;51202;Sézanne;CHAR;5
CODGEO;Code géographique;Code géographique;51203;Aÿ-Champagne;CHAR;5
CODGEO;Code géographique;Code géographique;51204;Fismes;CHAR;5
CODGEO;Code géographique;Code géographique;51301;Vitry-le-François;CHAR;5
CODGEO;Code géographique;Code géographique;51401;Épernay;CHAR;5
CODGEO;Code géographique;Code géographique;51501;Châlons-en-Champagne;CHAR;5
CODGEO;Code géographique;Code géographique;51701;Reims;CHAR;5
CODGEO;Code géographique;Code géographique;52101;Bourbonne-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;52102;La Porte du Der;CHAR;5
CODGEO;Code géographique;Code géographique;52103;Wassy;CHAR;5
CODGEO;Code géographique;Code géographique;52104;Chalindrey;CHAR;5
CODGEO;Code géographique;Code géographique;52105;Nogent;CHAR;5
CODGEO;Code géographique;Code géographique;52201;Joinville;CHAR;5
CODGEO;Code géographique;Code géographique;52202;Langres;CHAR;5
CODGEO;Code géographique;Code géographique;52401;Chaumont;CHAR;5
CODGEO;Code géographique;Code géographique;53101;Montsûrs;CHAR;5
CODGEO;Code géographique;Code géographique;53102;Argentré;CHAR;5
CODGEO;Code géographique;Code géographique;53103;Meslay-du-Maine;CHAR;5
CODGEO;Code géographique;Code géographique;53104;Renazé;CHAR;5
CODGEO;Code géographique;Code géographique;53105;Gorron;CHAR;5
CODGEO;Code géographique;Code géographique;53106;Ambrières-les-Vallées;CHAR;5
CODGEO;Code géographique;Code géographique;53107;Cossé-le-Vivien;CHAR;5
CODGEO;Code géographique;Code géographique;53108;Villaines-la-Juhel;CHAR;5
CODGEO;Code géographique;Code géographique;53109;Louverné;CHAR;5
CODGEO;Code géographique;Code géographique;53110;Craon;CHAR;5
CODGEO;Code géographique;Code géographique;53201;Bonchamp-lès-Laval;CHAR;5
CODGEO;Code géographique;Code géographique;53202;Ernée;CHAR;5
CODGEO;Code géographique;Code géographique;53203;Évron;CHAR;5
CODGEO;Code géographique;Code géographique;53301;Mayenne;CHAR;5
CODGEO;Code géographique;Code géographique;53302;Château-Gontier-sur-Mayenne;CHAR;5
CODGEO;Code géographique;Code géographique;53501;Laval;CHAR;5
CODGEO;Code géographique;Code géographique;54101;Mexy;CHAR;5
CODGEO;Code géographique;Code géographique;54102;Gorcy;CHAR;5
CODGEO;Code géographique;Code géographique;54103;Audun-le-Roman;CHAR;5
CODGEO;Code géographique;Code géographique;54104;Foug;CHAR;5
CODGEO;Code géographique;Code géographique;54105;Rosières-aux-Salines;CHAR;5
CODGEO;Code géographique;Code géographique;54106;Gondreville;CHAR;5
CODGEO;Code géographique;Code géographique;54107;Hussigny-Godbrange;CHAR;5
CODGEO;Code géographique;Code géographique;54108;Valleroy;CHAR;5
CODGEO;Code géographique;Code géographique;54109;Pagny-sur-Moselle;CHAR;5
CODGEO;Code géographique;Code géographique;54110;Richardménil;CHAR;5
CODGEO;Code géographique;Code géographique;54111;Piennes;CHAR;5
CODGEO;Code géographique;Code géographique;54112;Dieulouard;CHAR;5
CODGEO;Code géographique;Code géographique;54201;Baccarat;CHAR;5
CODGEO;Code géographique;Code géographique;54202;Longuyon;CHAR;5
CODGEO;Code géographique;Code géographique;54203;Tucquegnieux;CHAR;5
CODGEO;Code géographique;Code géographique;54204;Briey;CHAR;5
CODGEO;Code géographique;Code géographique;54205;Blainville-sur-l'Eau;CHAR;5
CODGEO;Code géographique;Code géographique;54206;Ludres;CHAR;5
CODGEO;Code géographique;Code géographique;54301;Jarny;CHAR;5
CODGEO;Code géographique;Code géographique;54302;Neuves-Maisons;CHAR;5
CODGEO;Code géographique;Code géographique;54401;Dombasle-sur-Meurthe;CHAR;5
CODGEO;Code géographique;Code géographique;54402;Toul;CHAR;5
CODGEO;Code géographique;Code géographique;54403;Lunéville;CHAR;5
CODGEO;Code géographique;Code géographique;54404;Pont-à-Mousson;CHAR;5
CODGEO;Code géographique;Code géographique;54405;Longwy (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;54701;Nancy;CHAR;5
CODGEO;Code géographique;Code géographique;55101;Tronville-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55102;Vaucouleurs;CHAR;5
CODGEO;Code géographique;Code géographique;55103;Montmédy;CHAR;5
CODGEO;Code géographique;Code géographique;55104;Revigny-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55105;Stenay;CHAR;5
CODGEO;Code géographique;Code géographique;55106;Bouligny;CHAR;5
CODGEO;Code géographique;Code géographique;55107;Étain;CHAR;5
CODGEO;Code géographique;Code géographique;55201;Ligny-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55202;Saint-Mihiel;CHAR;5
CODGEO;Code géographique;Code géographique;55203;Commercy;CHAR;5
CODGEO;Code géographique;Code géographique;55301;Bar-le-Duc;CHAR;5
CODGEO;Code géographique;Code géographique;55401;Verdun;CHAR;5
CODGEO;Code géographique;Code géographique;56101;Bono;CHAR;5
CODGEO;Code géographique;Code géographique;56102;Arzon;CHAR;5
CODGEO;Code géographique;Code géographique;56103;Saint-Pierre-Quiberon;CHAR;5
CODGEO;Code géographique;Code géographique;56104;La Gacilly;CHAR;5
CODGEO;Code géographique;Code géographique;56105;Le Palais;CHAR;5
CODGEO;Code géographique;Code géographique;56106;Josselin;CHAR;5
CODGEO;Code géographique;Code géographique;56107;Camors;CHAR;5
CODGEO;Code géographique;Code géographique;56108;Landévant;CHAR;5
CODGEO;Code géographique;Code géographique;56109;Le Faouët;CHAR;5
CODGEO;Code géographique;Code géographique;56110;Pont-Scorff;CHAR;5
CODGEO;Code géographique;Code géographique;56111;Surzur;CHAR;5
CODGEO;Code géographique;Code géographique;56112;Malestroit;CHAR;5
CODGEO;Code géographique;Code géographique;56113;Noyal-Pontivy;CHAR;5
CODGEO;Code géographique;Code géographique;56114;Saint-Nolff;CHAR;5
CODGEO;Code géographique;Code géographique;56115;Gourin;CHAR;5
CODGEO;Code géographique;Code géographique;56116;Muzillac;CHAR;5
CODGEO;Code géographique;Code géographique;56117;Elven;CHAR;5
CODGEO;Code géographique;Code géographique;56118;Crach;CHAR;5
CODGEO;Code géographique;Code géographique;56119;Plouhinec;CHAR;5
CODGEO;Code géographique;Code géographique;56120;Grand-Champ;CHAR;5
CODGEO;Code géographique;Code géographique;56201;Quiberon;CHAR;5
CODGEO;Code géographique;Code géographique;56202;Arradon;CHAR;5
CODGEO;Code géographique;Code géographique;56203;Plouay;CHAR;5
CODGEO;Code géographique;Code géographique;56204;Baud;CHAR;5
CODGEO;Code géographique;Code géographique;56205;Inzinzac-Lochrist;CHAR;5
CODGEO;Code géographique;Code géographique;56206;Ploeren;CHAR;5
CODGEO;Code géographique;Code géographique;56207;Pluvigner;CHAR;5
CODGEO;Code géographique;Code géographique;56208;Questembert;CHAR;5
CODGEO;Code géographique;Code géographique;56209;Theix-Noyalo;CHAR;5
CODGEO;Code géographique;Code géographique;56210;Caudan;CHAR;5
CODGEO;Code géographique;Code géographique;56211;Guer;CHAR;5
CODGEO;Code géographique;Code géographique;56212;Languidic;CHAR;5
CODGEO;Code géographique;Code géographique;56213;Sarzeau;CHAR;5
CODGEO;Code géographique;Code géographique;56214;Locminé;CHAR;5
CODGEO;Code géographique;Code géographique;56215;Carnac;CHAR;5
CODGEO;Code géographique;Code géographique;56216;Ploërmel;CHAR;5
CODGEO;Code géographique;Code géographique;56217;Belz;CHAR;5
CODGEO;Code géographique;Code géographique;56218;Guidel;CHAR;5
CODGEO;Code géographique;Code géographique;56301;Riantec - Locmiquélic;CHAR;5
CODGEO;Code géographique;Code géographique;56302;Hennebont;CHAR;5
CODGEO;Code géographique;Code géographique;56303;Pontivy;CHAR;5
CODGEO;Code géographique;Code géographique;56401;Auray;CHAR;5
CODGEO;Code géographique;Code géographique;56501;Vannes;CHAR;5
CODGEO;Code géographique;Code géographique;56601;Lorient;CHAR;5
CODGEO;Code géographique;Code géographique;57101;Mandelbachtal (ALL) - Blies-Guersviller (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57102;Rouhling;CHAR;5
CODGEO;Code géographique;Code géographique;57103;Dudelange (LUX) - Volmerange-les-Mines (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57104;Illange;CHAR;5
CODGEO;Code géographique;Code géographique;57105;Amanvillers;CHAR;5
CODGEO;Code géographique;Code géographique;57106;Diebling;CHAR;5
CODGEO;Code géographique;Code géographique;57107;Boulange;CHAR;5
CODGEO;Code géographique;Code géographique;57108;Aumetz;CHAR;5
CODGEO;Code géographique;Code géographique;57109;Hundling;CHAR;5
CODGEO;Code géographique;Code géographique;57110;Farschviller;CHAR;5
CODGEO;Code géographique;Code géographique;57111;Porcelette;CHAR;5
CODGEO;Code géographique;Code géographique;57112;Neufchef;CHAR;5
CODGEO;Code géographique;Code géographique;57113;Château-Salins;CHAR;5
CODGEO;Code géographique;Code géographique;57114;Verny;CHAR;5
CODGEO;Code géographique;Code géographique;57115;Kayl (LUX) - Ottange (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57116;Bousse;CHAR;5
CODGEO;Code géographique;Code géographique;57117;Alsting;CHAR;5
CODGEO;Code géographique;Code géographique;57118;Troisfontaines;CHAR;5
CODGEO;Code géographique;Code géographique;57119;Schœneck;CHAR;5
CODGEO;Code géographique;Code géographique;57120;Peltre;CHAR;5
CODGEO;Code géographique;Code géographique;57121;Courcelles-Chaussy;CHAR;5
CODGEO;Code géographique;Code géographique;57122;Fontoy;CHAR;5
CODGEO;Code géographique;Code géographique;57123;Woustviller;CHAR;5
CODGEO;Code géographique;Code géographique;57124;Puttelange-aux-Lacs;CHAR;5
CODGEO;Code géographique;Code géographique;57125;Kleinblittersdorf (ALL) - Grosbliederstroff (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57126;Rohrbach-lès-Bitche;CHAR;5
CODGEO;Code géographique;Code géographique;57127;Falck;CHAR;5
CODGEO;Code géographique;Code géographique;57128;Longeville-lès-Saint-Avold;CHAR;5
CODGEO;Code géographique;Code géographique;57129;Dieuze;CHAR;5
CODGEO;Code géographique;Code géographique;57130;Novéant-sur-Moselle;CHAR;5
CODGEO;Code géographique;Code géographique;57131;Ay-sur-Moselle;CHAR;5
CODGEO;Code géographique;Code géographique;57132;Perl (ALL) - Sierck-les-Bains (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57133;Morhange;CHAR;5
CODGEO;Code géographique;Code géographique;57134;Sarralbe;CHAR;5
CODGEO;Code géographique;Code géographique;57135;Boulay-Moselle;CHAR;5
CODGEO;Code géographique;Code géographique;57136;Bouzonville;CHAR;5
CODGEO;Code géographique;Code géographique;57201;Phalsbourg;CHAR;5
CODGEO;Code géographique;Code géographique;57202;Bitche;CHAR;5
CODGEO;Code géographique;Code géographique;57203;Marange-Silvange;CHAR;5
CODGEO;Code géographique;Code géographique;57204;Hettange-Grande;CHAR;5
CODGEO;Code géographique;Code géographique;57205;Farébersviller;CHAR;5
CODGEO;Code géographique;Code géographique;57206;Guénange;CHAR;5
CODGEO;Code géographique;Code géographique;57301;Faulquemont;CHAR;5
CODGEO;Code géographique;Code géographique;57302;Sarrebourg;CHAR;5
CODGEO;Code géographique;Code géographique;57303;Creutzwald;CHAR;5
CODGEO;Code géographique;Code géographique;57401;Sarreguemines (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57402;Saint-Avold (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57501;Sarrebruck (ALL) - Forbach (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;57601;Thionville;CHAR;5
CODGEO;Code géographique;Code géographique;57701;Metz;CHAR;5
CODGEO;Code géographique;Code géographique;58101;Château-Chinon (Ville);CHAR;5
CODGEO;Code géographique;Code géographique;58102;Pougues-les-Eaux;CHAR;5
CODGEO;Code géographique;Code géographique;58103;Guérigny;CHAR;5
CODGEO;Code géographique;Code géographique;58104;Marzy;CHAR;5
CODGEO;Code géographique;Code géographique;58105;La Machine;CHAR;5
CODGEO;Code géographique;Code géographique;58106;Imphy;CHAR;5
CODGEO;Code géographique;Code géographique;58107;Clamecy;CHAR;5
CODGEO;Code géographique;Code géographique;58201;Decize;CHAR;5
CODGEO;Code géographique;Code géographique;58301;Cosne-Cours-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;58501;Nevers;CHAR;5
CODGEO;Code géographique;Code géographique;59101;Walincourt-Selvigny;CHAR;5
CODGEO;Code géographique;Code géographique;59102;Herlies;CHAR;5
CODGEO;Code géographique;Code géographique;59103;Villers-Outréaux;CHAR;5
CODGEO;Code géographique;Code géographique;59104;Esquelbecq;CHAR;5
CODGEO;Code géographique;Code géographique;59105;Bertry;CHAR;5
CODGEO;Code géographique;Code géographique;59106;La Longueville;CHAR;5
CODGEO;Code géographique;Code géographique;59107;Attiches;CHAR;5
CODGEO;Code géographique;Code géographique;59108;Nomain;CHAR;5
CODGEO;Code géographique;Code géographique;59109;Saint-Hilaire-lez-Cambrai;CHAR;5
CODGEO;Code géographique;Code géographique;59110;Cousolre;CHAR;5
CODGEO;Code géographique;Code géographique;59111;Sebourg;CHAR;5
CODGEO;Code géographique;Code géographique;59112;Artres;CHAR;5
CODGEO;Code géographique;Code géographique;59113;Genech;CHAR;5
CODGEO;Code géographique;Code géographique;59114;Haspres;CHAR;5
CODGEO;Code géographique;Code géographique;59115;Monchecourt;CHAR;5
CODGEO;Code géographique;Code géographique;59116;Marquillies;CHAR;5
CODGEO;Code géographique;Code géographique;59117;Féchain;CHAR;5
CODGEO;Code géographique;Code géographique;59118;Sains-du-Nord;CHAR;5
CODGEO;Code géographique;Code géographique;59119;Iwuy;CHAR;5
CODGEO;Code géographique;Code géographique;59120;Haveluy;CHAR;5
CODGEO;Code géographique;Code géographique;59121;Anor;CHAR;5
CODGEO;Code géographique;Code géographique;59122;Houplin-Ancoisne;CHAR;5
CODGEO;Code géographique;Code géographique;59123;Landrecies;CHAR;5
CODGEO;Code géographique;Code géographique;59124;Avesnes-les-Aubert;CHAR;5
CODGEO;Code géographique;Code géographique;59125;Hondschoote;CHAR;5
CODGEO;Code géographique;Code géographique;59126;Busigny;CHAR;5
CODGEO;Code géographique;Code géographique;59127;Bœschepe;CHAR;5
CODGEO;Code géographique;Code géographique;59128;Mons-en-Pévèle;CHAR;5
CODGEO;Code géographique;Code géographique;59129;Gondecourt;CHAR;5
CODGEO;Code géographique;Code géographique;59130;Phalempin;CHAR;5
CODGEO;Code géographique;Code géographique;59131;Steenvoorde;CHAR;5
CODGEO;Code géographique;Code géographique;59132;Poix-du-Nord;CHAR;5
CODGEO;Code géographique;Code géographique;59133;Pont-à-Marcq;CHAR;5
CODGEO;Code géographique;Code géographique;59134;Bray-Dunes;CHAR;5
CODGEO;Code géographique;Code géographique;59135;Marchiennes;CHAR;5
CODGEO;Code géographique;Code géographique;59136;Trélon;CHAR;5
CODGEO;Code géographique;Code géographique;59201;Bavay;CHAR;5
CODGEO;Code géographique;Code géographique;59202;Wormhout;CHAR;5
CODGEO;Code géographique;Code géographique;59203;Mortagne-du-Nord (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;59204;Flines-lez-Raches;CHAR;5
CODGEO;Code géographique;Code géographique;59205;Solesmes;CHAR;5
CODGEO;Code géographique;Code géographique;59206;Masnières;CHAR;5
CODGEO;Code géographique;Code géographique;59207;Bourbourg;CHAR;5
CODGEO;Code géographique;Code géographique;59208;Le Cateau-Cambrésis;CHAR;5
CODGEO;Code géographique;Code géographique;59209;Avesnes-sur-Helpe;CHAR;5
CODGEO;Code géographique;Code géographique;59210;Cysoing;CHAR;5
CODGEO;Code géographique;Code géographique;59211;Templeuve;CHAR;5
CODGEO;Code géographique;Code géographique;59212;Ghyvelde;CHAR;5
CODGEO;Code géographique;Code géographique;59301;Bergues;CHAR;5
CODGEO;Code géographique;Code géographique;59302;Le Quesnoy;CHAR;5
CODGEO;Code géographique;Code géographique;59303;Annœullin;CHAR;5
CODGEO;Code géographique;Code géographique;59304;Wavrin;CHAR;5
CODGEO;Code géographique;Code géographique;59305;Fourmies;CHAR;5
CODGEO;Code géographique;Code géographique;59306;Orchies;CHAR;5
CODGEO;Code géographique;Code géographique;59307;Caudry;CHAR;5
CODGEO;Code géographique;Code géographique;59401;Hazebrouck;CHAR;5
CODGEO;Code géographique;Code géographique;59402;Saint-Amand-les-Eaux;CHAR;5
CODGEO;Code géographique;Code géographique;59403;Cambrai;CHAR;5
CODGEO;Code géographique;Code géographique;59501;Armentières (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;59601;Maubeuge (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;59602;Dunkerque;CHAR;5
CODGEO;Code géographique;Code géographique;59701;Valenciennes (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;59702;Lille (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;60101;Formerie;CHAR;5
CODGEO;Code géographique;Code géographique;60102;Bailleul-sur-Thérain;CHAR;5
CODGEO;Code géographique;Code géographique;60103;Le Mesnil-en-Thelle;CHAR;5
CODGEO;Code géographique;Code géographique;60104;Saint-Sauveur;CHAR;5
CODGEO;Code géographique;Code géographique;60105;Maignelay-Montigny;CHAR;5
CODGEO;Code géographique;Code géographique;60106;Saint-Maximin;CHAR;5
CODGEO;Code géographique;Code géographique;60107;Sérifontaine;CHAR;5
CODGEO;Code géographique;Code géographique;60108;Tracy-le-Mont;CHAR;5
CODGEO;Code géographique;Code géographique;60109;Sainte-Geneviève;CHAR;5
CODGEO;Code géographique;Code géographique;60110;Noailles;CHAR;5
CODGEO;Code géographique;Code géographique;60111;Auneuil;CHAR;5
CODGEO;Code géographique;Code géographique;60112;Feuquières;CHAR;5
CODGEO;Code géographique;Code géographique;60113;Chaumont-en-Vexin;CHAR;5
CODGEO;Code géographique;Code géographique;60114;Neuilly-en-Thelle;CHAR;5
CODGEO;Code géographique;Code géographique;60115;Andeville;CHAR;5
CODGEO;Code géographique;Code géographique;60116;Nanteuil-le-Haudouin;CHAR;5
CODGEO;Code géographique;Code géographique;60117;Crèvecœur-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;60118;Grandvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;60119;Cires-lès-Mello;CHAR;5
CODGEO;Code géographique;Code géographique;60120;Lachapelle-aux-Pots;CHAR;5
CODGEO;Code géographique;Code géographique;60121;Verberie;CHAR;5
CODGEO;Code géographique;Code géographique;60122;Bresles;CHAR;5
CODGEO;Code géographique;Code géographique;60123;Estrées-Saint-Denis;CHAR;5
CODGEO;Code géographique;Code géographique;60125;Breteuil;CHAR;5
CODGEO;Code géographique;Code géographique;60126;Hermes;CHAR;5
CODGEO;Code géographique;Code géographique;60127;Le Plessis-Belleville;CHAR;5
CODGEO;Code géographique;Code géographique;60128;Béthisy-Saint-Pierre;CHAR;5
CODGEO;Code géographique;Code géographique;60201;Saint-Just-en-Chaussée;CHAR;5
CODGEO;Code géographique;Code géographique;60202;Trosly-Breuil;CHAR;5
CODGEO;Code géographique;Code géographique;60203;Ribécourt-Dreslincourt;CHAR;5
