CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
74103;1285;3300;22840;59.7;8.2;;;;;;;;;82.1;75.6;3.2;3.3;20.9;9.8;3.9;2.4;0.8;0.7;-16.7;13150;39040;3
74104;1958;4539;34370;43;9.6;;;;;;;;16.6;95;90.1;3.6;1.3;12.1;4.9;1.4;0.6;0.4;0.4;-13.4;13040;70640;5.4
74105;1332;3343;23790;52.6;9.8;;;;;;;;20.8;86.6;80.2;4.2;2.2;18;6.3;3.2;1.7;0.9;0.6;-14.1;12720;43910;3.5
74106;1358;3165;41710;45.2;6.9;;;;;;;;;87.3;80.4;3;3.9;19.4;6.3;0.7;0.2;0.3;0.2;-13.7;14370;93210;6.5
74107;1546;3719;26350;68.7;;;;;;;;;;86.9;77.9;3.4;5.6;21.6;8.8;1.9;1.2;0.4;0.3;-19.2;15550;44290;2.8
74108;1496;3324;23250;62.8;9.3;;;;;;;;;82.3;67.3;4;11;19.9;15.8;2.3;1.3;0.6;0.4;-20.3;12970;41510;3.2
74109;1423;3357;23500;60.2;8.5;;;;;;;;;78.4;70;3.3;5.1;23.4;12;2.9;1.8;0.6;0.5;-16.7;13380;40250;3
74110;1863;4013;23420;59.2;11.1;;;;;;;8.1;17.9;71.6;59.3;3.8;8.5;28.5;15.8;2.3;1.3;0.6;0.4;-18.2;12330;43140;3.5
74111;1889;4277;31740;55.5;7.5;;;;;;;;;87.9;79.9;3.5;4.5;16.6;8.9;1.5;0.7;0.5;0.3;-14.9;14540;66170;4.6
74112;1708;4439;29120;57.2;5.5;;;;;;;;;86.9;80.5;3;3.4;18.7;7.6;1.7;1;0.5;0.2;-14.9;15740;55240;3.5
74113;1928;5009;23140;58.5;6.5;;;;;;;;;87.9;81.6;2.8;3.5;16.7;6.9;3.6;2.3;0.7;0.6;-15.1;13920;37280;2.7
74114;1947;4419;24170;65.6;8.8;;;;;;;7.3;;77.6;60;3.5;14.1;19.7;21.9;1.7;1.1;0.3;0.3;-20.9;13250;46460;3.5
74115;2452;5515;29830;46.8;11.5;;;13.5;;;;6.3;19.4;89.3;84;3.4;1.9;16;6.6;2;0.8;0.7;0.5;-13.9;11730;66800;5.7
74116;1943;4947;25780;63.1;6.5;;;;;;;;14;85.7;79;3.1;3.6;20.3;7.7;2.7;1.5;0.7;0.5;-16.4;14560;48200;3.3
74117;2420;5879;37660;49.1;9.1;;;;;;;6.2;15.7;90.9;83.4;3.7;3.8;15.6;7.7;0.9;0.4;0.3;0.2;-15.1;13340;80420;6
74201;2574;6460;29880;54.1;6.6;;;;;;;5.3;;87.8;81;3.7;3.1;17.8;6.9;1.6;0.9;0.4;0.3;-14.1;14460;61020;4.2
74202;2763;6517;32640;72.9;6;;;;;;;;;73.5;61.4;2.6;9.5;24.3;27.6;1;0.5;0.3;0.2;-26.4;15710;80840;5.1
74203;3154;7835;29550;57.8;6.3;;;;;;;5;12.5;87.9;81.3;3.1;3.5;18;7.6;1.6;0.9;0.4;0.3;-15.1;15040;59270;3.9
74204;3715;8307;21740;55.1;10.8;;;14.4;;;;5;22.2;68.2;61.4;3;3.8;33.7;8.8;4.6;2.2;1.4;1;-15.3;12400;34400;2.8
74205;4394;10075;23400;61;7.2;;;8.6;;;;5;11.8;76.9;67.4;2.7;6.8;22.5;14.8;2.9;1.7;0.7;0.5;-17.1;14110;38740;2.7
74206;3858;10161;30860;67.6;5;;;;;;;;;92;84.4;2.6;5;14.1;8.9;1.6;1;0.3;0.3;-16.6;17310;61090;3.5
74301;6077;12881;22530;59.1;12.5;;14.3;15.3;13.1;8.8;;8.7;16.8;75.4;61.5;3.2;10.7;23.8;18.4;2.3;1.2;0.6;0.5;-19.9;11650;43960;3.8
74302;7115;17166;21930;55;10;;9.5;12.6;9.6;8.5;;5;19.4;78.7;73;2.9;2.8;23.6;7.4;4.8;2.6;1.2;1;-14.5;12670;34520;2.7
74501;33866;75937;25710;60.8;9.7;12.3;10.1;11.4;9;8;7;5;17.2;83;75.4;3.5;4.1;22.6;9.9;2.8;1.2;0.9;0.7;-18.3;12810;52660;4.1
74502;36314;89789;24230;58;9.4;11.7;10.4;10.1;8.7;8.3;6.6;5;18.1;84;77.4;3.2;3.4;19.3;9;3.3;1.7;0.9;0.7;-15.6;12880;47730;3.7
74601;76600;167316;25060;62.2;8.7;12.5;10.1;10.1;8.8;6.1;5;5;15.6;78.5;70.7;3;4.8;24.7;11.6;2.9;1.3;0.9;0.7;-17.7;13220;50570;3.8
76101;822;2195;25820;70.2;;;;;;;;;;79.9;73.5;2.5;3.9;27.8;6.1;2.4;1.7;0.4;0.3;-16.2;16460;37990;2.3
76102;1688;4142;21260;50.6;9.6;;;;;;;;15.3;75.7;65.7;2.8;7.2;25.5;8.2;5.1;2.6;1.4;1.1;-14.5;12830;34010;2.7
76103;956;2437;22750;53.1;;;;;;;;;;73.8;65.6;3.2;5;27.8;8.1;4.9;2.7;1.3;0.9;-14.6;13730;36610;2.7
76104;1108;2382;19850;43.5;11.8;;;;;;;;19.7;64.3;56.7;2.6;5;35.9;8;5.4;2;1.9;1.5;-13.6;12180;31230;2.6
76105;1871;3919;20740;51.2;12.9;;;;;;;;23.1;67.7;60.8;3.9;3;33.1;9.8;5.1;1.7;2;1.4;-15.7;11750;35620;3
76106;1064;2845;26960;72;;;;;;;;;;81.7;73.6;2.3;5.8;26.7;7.8;2.3;1.5;0.5;0.3;-18.5;16940;42610;2.5
76108;1096;2702;20280;45.6;11.7;;;;;;;;;71.8;62.9;2.7;6.2;30.5;6.2;5;2.4;1.6;1;-13.5;12250;30610;2.5
76109;1382;3354;21280;51.3;9.1;;;;;;;;;72.6;66.7;3;2.9;30.8;6.7;4.4;2.2;1.3;0.9;-14.5;12980;33360;2.6
76110;1300;2852;20850;51.5;10.7;;;;;;;;;63;53.9;3.2;5.9;39.2;8.5;4.3;1.7;1.8;0.8;-15;12490;33140;2.7
76111;1137;2443;18140;38.5;17.4;;;;;;;;28.7;63;54;3.3;5.7;32.7;12;7;2.5;2.6;1.9;-14.7;10930;30960;2.8
76112;1269;2885;21180;49.3;10;;;;;;;;18.7;67.8;61.1;2.9;3.8;31.7;8.9;5.2;2.3;1.7;1.2;-13.6;12640;32930;2.6
76113;1315;2930;19040;41.3;16.4;;;;;;;;29.2;64.9;57.5;3.2;4.2;33.5;7.7;7.4;2.5;2.9;2;-13.5;10780;32450;3
76114;1377;3001;19950;46.3;14.6;;;;;;;;19.9;67.9;61;3.1;3.8;33;6.6;6.8;2.3;2.8;1.7;-14.3;11470;34890;3
76115;1393;3241;22570;56.8;8.8;;;;;;;;19;67.6;58.9;2.4;6.3;36.3;8.2;4.1;1.6;1.6;0.9;-16.2;13230;38470;2.9
76116;1537;3459;21120;50.7;8.4;;;;;;;;;61.1;51.7;2.3;7.1;38.2;11.4;4.1;1.7;1.5;0.9;-14.8;12980;36500;2.8
76117;1574;3460;23260;57.5;7.5;;;;;;;;;64.8;52.1;2.2;10.5;38.4;14;3;1.1;1.2;0.7;-20.2;13560;46600;3.4
76118;1777;3967;21310;50.5;10.4;;;;;;;;20.6;68.4;60.7;3.2;4.5;34.2;7.7;4.6;2;1.5;1.1;-14.9;12540;35140;2.8
76119;1910;3821;20210;49.2;15.3;;;;;;;;22.6;62.7;56;2.8;3.9;38.5;7.6;6.4;1.8;2.9;1.7;-15.2;11190;35720;3.2
76120;2175;5042;19440;44.2;13.3;;;;;;;7.3;27.4;65.5;58.7;3;3.8;34.6;6.4;6.4;2.6;2.4;1.4;-12.9;11960;30220;2.5
76201;2189;4458;18880;40.5;16.7;;;;;;;;28.6;55.5;48.8;3.1;3.6;41.3;9.5;7.2;2.2;3;2;-13.5;10680;30550;2.9
76202;2363;5548;23120;58.8;6.7;;;;;;;;14.6;73.5;65.7;2.6;5.2;29.6;9.6;3.7;1.9;1.1;0.7;-16.4;14080;37430;2.7
76203;2473;4895;18470;40.7;18.4;;;22.9;;;;;30.7;51.8;45.9;2.7;3.2;42.4;10;8.7;2.4;3.7;2.6;-12.9;10400;30970;3
76204;2185;4687;18530;40.8;17.5;;24.2;22;;;;;29.3;66.1;60.6;4.1;1.4;33.6;4;8.6;2.7;3.6;2.3;-12.3;10830;28810;2.7
76205;3559;7262;18730;42.4;17.7;;23.7;22.2;18.8;;;8.9;26.4;57.9;51.8;3.4;2.7;39.4;7.3;7.9;2.5;3.3;2.1;-12.5;10710;29580;2.8
76206;3724;9716;21150;53.3;9;;;10.5;;;;6.2;18.7;78;69.6;3.2;5.2;24.8;6;4.9;2.7;1.4;0.8;-13.7;12970;32630;2.5
76301;7019;14958;20290;46.6;13.5;21.2;15.4;18.1;13.4;8.3;;5;23;67.7;60.5;3;4.2;31.9;8.5;6.5;2.1;2.7;1.7;-14.6;11630;34880;3
76302;7432;17430;18590;40.5;17.9;29;19.6;23.3;16.9;9.5;;6.2;34.1;67.4;60.7;3.8;2.9;30.4;5.1;9.6;3.4;3.8;2.4;-12.5;10780;30520;2.8
76401;8680;19996;20260;45.7;12.9;18.8;16.3;13.6;12.9;9;;5;23.5;72.5;66.8;3.6;2.1;29.3;5.1;6.7;2.6;2.4;1.7;-13.6;11790;31700;2.7
76402;9204;21689;20050;48.3;14.5;24.2;16.4;17.9;14.4;8.6;;5;27.7;70.4;64.3;3.5;2.6;31.1;5.9;6.7;2.8;2.2;1.7;-14.1;11410;34090;3
76403;9497;19438;18600;42.3;18;33.8;25;23.8;17.5;8.5;;5.3;28.8;59.2;51.2;3.9;4.1;37.5;8.5;8.7;2.4;3.9;2.4;-13.9;10740;31920;3
76404;17843;35508;18310;42;21.1;35.2;31.5;27.3;20.8;11.2;7.7;5.8;32.3;58.3;50.5;3.4;4.4;38.3;7.5;9.8;2.4;4.6;2.8;-13.9;9990;32640;3.3
76701;102413;225928;20020;49.1;17.4;30.7;23;20.1;15.8;10.2;7.1;5;30.9;69.7;61.7;3.6;4.4;30.9;7;8.1;2.6;3.3;2.2;-15.7;10640;35190;3.3
77101;879;2136;31070;74.4;;;;;;;;;;79.5;64.9;2.4;12.2;28.3;16.2;1.9;0.8;0.7;0.4;-25.9;14910;58770;3.9
77102;801;2029;25240;69.5;;;;;;;;;;75.4;69.9;2.5;3;32.9;6.3;2.5;1.7;0.5;0.3;-17.1;15830;38080;2.4
77103;934;2488;23990;66.7;;;;;;;;;;82.9;75.4;2.9;4.6;23.5;8.4;3.3;2.2;0.7;0.4;-18.1;14740;39220;2.7
77104;939;2537;26820;74.6;;;;;;;;;;91.4;83.7;2.5;5.2;17.4;9.1;2.5;1.5;0.7;0.3;-20.4;15150;44180;2.9
77105;1074;2805;22700;60.7;7.4;;;;;;;;;71.9;66.8;2.4;2.7;33;6.4;4.4;2.6;1.2;0.6;-15.7;13770;34190;2.5
77106;874;2578;24110;64.5;;;;;;;;;;89.5;83.2;2.9;3.4;17.4;4.6;4.8;3;1.1;0.7;-16.3;14330;35460;2.5
77107;1110;3085;25940;72.2;;;;;;;;;;91.8;87.2;2.8;1.8;18.6;4.4;2.7;1.9;0.5;0.3;-17.5;16580;39060;2.4
77108;915;2310;22880;58.8;;;;;;;;;;79.6;72.5;2.9;4.2;26.1;6.3;4.1;2.2;1.1;0.8;-16.1;13660;34620;2.5
77109;1157;2813;21210;54.8;10.1;;;;;;;;;71.9;65.9;3.1;2.9;29.8;7.8;5.6;2.8;1.7;1.1;-15.1;12670;32380;2.6
77110;1258;3331;25590;71.9;7.6;;;;;;;;;87;80.9;2.7;3.4;20.2;10.1;3.1;1.8;1;0.3;-20.4;14520;43940;3
77111;1267;3198;24240;65;8.3;;;;;;;;;85.8;80.2;2.8;2.8;21.1;7.3;3.2;1.9;0.8;0.5;-17.4;13740;38790;2.8
77112;1251;3336;23490;64.6;6.8;;;;;;;;;75.6;68.7;2.8;4.1;29.2;7.8;3.4;2.2;0.8;0.4;-16;14530;35790;2.5
77113;1594;4212;22450;57.6;8.5;;;;;;;;20.7;86.4;82.4;3;1;18.8;5.2;5;3.2;1;0.8;-15.4;13380;33370;2.5
77114;1143;3210;23300;61.3;7.3;;;;;;;;;87;81.7;2.8;2.5;19.6;4.7;4.7;2.7;1.1;0.9;-16;13780;34120;2.5
77115;1329;3135;20130;51.1;12.3;;;;;;;;25.1;70.1;63.6;3.2;3.3;30.9;7.8;6;2.7;2;1.3;-14.8;11780;32850;2.8
77116;1441;3242;19800;47;16.1;;;;;;;;28;64.7;59.1;2.7;2.9;34.4;7.4;7.2;2.8;2.7;1.7;-13.7;11300;32610;2.9
77117;1231;3215;26940;76.1;;;;;;;;;;91.1;83.9;2.7;4.5;19;8.5;2.3;1.5;0.4;0.4;-20.9;16160;46410;2.9
77118;1177;3222;23570;63.8;;;;;;;;;;86.4;81.1;2.8;2.5;20.1;4.6;4.2;2.6;0.9;0.7;-15.3;15060;35150;2.3
77119;1391;3601;20130;51;12.7;;;;;;;;27.2;69.6;62.7;3;3.9;32.5;5.3;6.3;2.9;2.1;1.3;-13.7;11900;31130;2.6
77120;900;2373;25390;70;;;;;;;;;;82.7;74.2;2.7;5.8;24.7;9.6;3;1.7;0.9;0.4;-20;14790;41830;2.8
77121;1452;3684;24100;64.1;6.8;;;;;;;;;80.3;71.8;3.1;5.4;24.7;9.2;3.3;2;0.8;0.5;-17.5;14440;39290;2.7
77122;1442;4027;26570;73.7;5.9;;;;;;;;;91.5;84.9;2.8;3.8;18.2;7.4;2.7;1.7;0.6;0.4;-19.8;15100;42500;2.8
77123;1433;3550;27560;73.1;5.8;;;;;;;;;66.6;57.9;2.4;6.3;27.3;31.3;1.6;0.8;0.5;0.3;-26.8;14710;58560;4
77124;1777;4728;21340;53.3;10.3;;;;;;;;19.5;81.4;76.5;3.3;1.6;22.6;4.3;5.9;3.3;1.5;1.1;-14.2;12520;32410;2.6
77125;1865;4722;22190;59.6;11.5;;;;;;;7.7;28.2;79.1;72;3.3;3.8;24.9;7.8;4.2;2.3;1.2;0.7;-16;12090;36070;3
77126;1724;4348;24940;68.3;5.1;;;;;;;;;78.6;73.6;1.9;3.1;29.1;5.4;3.3;1.8;0.9;0.6;-16.4;15210;38750;2.5
77127;1875;4707;19270;46.8;19;;23.5;21.7;;;;;32.4;74.4;67.5;4.5;2.4;25.4;5.3;8.4;3.5;2.8;2.1;-13.5;10010;31420;3.1
77201;2254;5707;23070;61.2;8.4;;;;;;;;19.4;81.4;75.9;2.7;2.8;24.4;5.8;4.4;2.4;1.2;0.8;-16;13390;34350;2.6
77202;1951;5047;25130;69.4;5;;;;;;;;;89;82.2;2.9;3.9;19.4;6.4;2.8;1.8;0.7;0.3;-17.6;15520;39140;2.5
77203;2338;5645;26760;71.5;6.4;;;;;;;;;75.9;65.1;2.5;8.3;28.8;16.6;2.2;1;0.7;0.5;-23.5;14710;53650;3.6
77204;2848;6653;18950;43.2;17.8;;20.7;22.5;18.8;;;7.7;31.1;65.6;59.7;3.6;2.3;30.6;8.1;8.5;3.4;3.1;2;-12.8;10440;30290;2.9
77205;2464;6745;25350;71.1;5.8;;;;;;;;14.3;87.1;82.5;2.7;1.9;22.1;3.9;3.6;2.2;0.8;0.6;-16.7;14900;37730;2.5
77206;3170;8318;23920;69.4;9.4;;9.9;10.4;;;;;14.8;97.2;90.1;3.6;3.5;10.5;5.5;4.6;2.4;1.1;1.1;-17.8;13060;39610;3
77207;2768;8475;25020;69.6;5;;;;;;;5;;91.3;86.2;2.7;2.4;17.8;3.9;3.5;2.6;0.6;0.3;-16.5;16070;36820;2.3
77208;3394;8588;18340;45.6;20;;25.8;24.6;17.2;;;6.1;32.4;71;65.6;3.5;1.9;27.3;6;9.6;4.3;3;2.3;-13.9;10030;30640;3.1
77209;3776;9638;30500;78.9;5;;;;;;;;;83.4;75;2.3;6.1;26.3;11.3;1.8;1;0.5;0.3;-22.8;17710;53220;3
77301;5458;15757;26280;71.7;6.9;;7.1;5.6;8.6;;;5;13.8;102.6;95.3;2.8;4.5;8;5;3.7;2.2;0.8;0.7;-19.3;14420;45010;3.1
77302;4962;12302;25650;71.1;6.8;;8.5;7.6;;;;5;14.9;82.4;75.8;2.6;4;24.7;8.6;3.2;1.7;0.9;0.6;-18.9;14210;42660;3
77303;5833;13059;18100;44.7;23.1;30.2;31.1;29.6;22.9;12.2;;7.6;32.5;68.3;58.6;3.5;6.2;29;10.4;9.2;3;3.6;2.6;-16.9;9480;34320;3.6
77304;6056;16048;24500;68.8;6.9;;8.6;8;;;;5;17;88.8;83.2;2.9;2.7;19;5.4;4.1;2.4;1;0.7;-17.3;14030;37730;2.7
77305;6391;15557;20690;53;13.3;21;16.1;14.6;12.3;9.7;;5.5;26.2;77.6;70.7;3.5;3.4;25;6.7;6.2;2.9;2;1.3;-15.5;11460;33690;2.9
77306;7468;17477;23290;65.7;10.2;15.1;11.7;10.1;11.3;;;5;20;83.5;77.4;2.8;3.3;24;5.7;4.6;2.2;1.3;1.1;-17.8;12630;37270;3
77307;6489;16876;22890;63.8;11.7;;16;13;10.1;8.5;;5;24.8;83.5;77.2;3.2;3.1;22.6;6.7;4.9;2.5;1.3;1.1;-17.7;12080;37670;3.1
77401;8715;20565;19560;49.3;17.3;24.8;25.1;21.1;14.6;11.6;;7;29.5;69.1;62.6;3.4;3.1;30.8;7.1;7.7;3;2.8;1.9;-14.7;10500;32960;3.1
77402;11802;28534;21220;53.9;13.1;19.6;16.2;14.8;12.5;8.1;;5.8;24;76.2;69.2;3.2;3.8;25.9;7.1;6.2;2.7;2.1;1.4;-15.4;11580;34220;3
77403;10873;28020;16870;40.3;28.5;35.4;39.8;33.5;25.7;15.4;11.5;9.4;41.7;66.5;60.6;3.9;2;28.1;5.4;12.8;4.8;4.7;3.3;-12.8;9090;29130;3.2
77404;11858;28428;23630;63.2;8.3;16.1;10.8;8.6;8.1;5.2;;5;19.7;77;70.2;2.9;3.9;28.8;7.9;3.9;1.9;1.2;0.8;-17.6;13410;39020;2.9
77405;13698;35407;26110;71.5;5.6;;6.1;6.3;5.2;;;5;15.3;84.7;77.9;2.6;4.2;22.6;8.6;2.9;1.8;0.7;0.4;-18.8;15170;41480;2.7
77406;16155;35152;24650;64.9;10.8;18.3;13.1;13.3;10.5;7.4;;5;19.8;76.3;68.2;2.4;5.7;29.6;11.6;3.7;1.5;1.2;1;-21.2;12340;47830;3.9
77501;30066;75228;19990;53.4;18;21.9;19.9;20.3;17.1;14.1;8.9;5;29;80.6;74.1;3.6;2.9;21.1;5.7;8;3.4;2.5;2.1;-15.4;10460;33790;3.2
78101;1017;2543;27010;71;;;;;;;;;;80.5;74;3;3.5;27.1;9.4;2.3;1.5;0.5;0.3;-19.3;15650;43610;2.8
78102;1135;2877;28280;74.9;;;;;;;;;;76.8;71.8;2.2;2.8;31;9.3;2.2;1.2;0.6;0.4;-19.3;16930;45070;2.7
78103;991;2615;25650;74;;;;;;;;;;82.6;76;2.8;3.8;26.7;7.1;2.4;1.6;0.5;0.3;-18.8;16210;40990;2.5
78104;1059;3145;39690;83.4;;;;;;;;;;92.6;80.8;2.8;9;23;14;1.1;0.7;0.2;0.2;-30.7;19650;76860;3.9
78105;1226;3475;25320;69.3;;;;;;;;;;87.6;81.4;2.7;3.5;19.4;6.3;3.5;2.3;0.7;0.5;-16.8;15530;38360;2.5
78106;1989;4385;23660;62.6;6.9;;;;;;;;12.5;78;70.8;3.3;3.9;26.7;9.6;3.5;1.9;0.9;0.7;-17.8;14080;37250;2.6
78107;1616;4255;25200;69.1;8.8;;;;;;;;18.9;84.6;78.1;2.8;3.7;24.8;5;3.9;2.1;1.1;0.7;-18.3;13150;41040;3.1
78108;1857;4647;28560;75.6;5;;;;;;;;;81.2;74.9;2.6;3.7;28.3;9;1.9;1.2;0.4;0.3;-20.4;16050;47990;3
78201;2145;5312;31470;74.9;5.6;;;;;;;;;80.4;69.9;2.7;7.8;28.4;15.6;1.7;0.9;0.5;0.3;-26.1;15730;62190;4
78202;2455;6244;27750;75.6;5;;;;;;;;;79.6;74.1;2.5;3;30.6;8.5;2.3;1.4;0.5;0.4;-21;16290;46250;2.8
78203;2860;7035;27220;73.4;5;;;;;;;;13.1;81.6;76.7;2.3;2.6;27.9;7.3;2.6;1.4;0.7;0.5;-19.4;15750;43230;2.7
78204;3304;8513;27920;73.8;5.3;;;;;;;;14.6;80.5;74.8;2.2;3.5;28.7;9.5;2.7;1.5;0.7;0.5;-21.4;15550;47760;3.1
78205;3189;8251;28280;77.6;5;;;;;;;;;85;79.4;2.2;3.4;26.5;6.2;2.4;1.4;0.6;0.4;-20.1;16860;44320;2.6
78206;3893;10320;25140;69.7;7.2;;;7.3;;;;5;18.8;83.5;78.2;2.7;2.6;25.8;5.6;3.4;1.9;0.9;0.6;-18.3;14020;40460;2.9
78301;4046;10524;28050;73.6;5.6;;;;;;;5;16;84.2;76.9;2.7;4.6;26.1;8.8;2.6;1.4;0.7;0.5;-21.7;15250;49320;3.2
78302;6401;17172;37490;83.3;5;;;;5;;;5;12.3;84;76.7;2.3;5;29.2;14.7;1.3;0.8;0.3;0.2;-29.2;18420;71750;3.9
78303;7853;20641;21940;56.8;11.2;21.3;14.4;12.6;10.1;6.4;;5.5;25.1;77.4;71.5;3.3;2.6;27.3;5.5;5.6;3;1.5;1.1;-15.8;12200;35280;2.9
78401;11856;26837;25880;69.9;6.8;14;7.8;7.5;7.1;;;5;13.2;79.3;73.9;2.5;2.9;29.1;9.2;3.2;1.6;0.9;0.7;-20.8;14390;45300;3.1
79101;1230;2460;17590;34.4;22.2;;;;;;;14.7;37.2;48;38;2.5;7.5;46.6;10.4;8.1;2.2;3.8;2.1;-13.1;10060;29620;2.9
79102;1260;2795;20290;41.5;13.4;;;;;;;;31.3;66.2;57.7;2.9;5.6;33.2;9;5.6;2.1;2.1;1.4;-14;11760;33760;2.9
79103;1285;2787;24170;63.1;;;;;;;;;;64.6;58.7;2;3.9;41.5;9.7;2.5;1.1;0.8;0.6;-18.3;14890;40080;2.7
79104;1248;2929;22290;54;;;;;;;;;;77.5;72.3;2.3;2.9;27.8;6.4;4.1;1.8;1.4;0.9;-15.8;14220;35800;2.5
79106;1395;3215;22030;56.7;7.7;;;;;;;;;70.7;63.6;2.8;4.3;33.7;8.3;3.5;1.7;1.1;0.7;-16.2;13490;36450;2.7
79107;1664;3899;20240;45.4;10.9;;;;;;;;22.6;70.6;64.7;3.1;2.8;30.2;7.2;5.5;2.4;1.8;1.3;-13.5;12380;31080;2.5
79108;1813;3905;19080;39.9;14.3;;;;;;;9.5;28.8;61.9;54.4;2.6;4.9;35.3;9.7;5.8;2.2;2.3;1.3;-12.7;11330;30540;2.7
79109;2372;5732;23980;63.3;5;;;;;;;;;76.7;70.6;1.8;4.3;29.8;7.5;2.9;1.7;0.7;0.5;-16.9;15060;37940;2.5
79201;2157;5424;18550;37.9;13.7;;;18.4;;;;5.8;34.1;69.8;60.4;2.9;6.5;27.1;8.5;7.2;3.6;2.1;1.5;-12.6;11630;28550;2.5
79202;2481;5880;23090;58.5;5.7;;;;;;;;;76.1;70.4;2.3;3.4;29.8;6.7;3.2;1.7;0.9;0.6;-15.8;14470;36030;2.5
79203;2756;5729;20060;44.5;14.1;;;;;;;6.9;28.7;60.9;52.7;2.5;5.7;38.6;8.1;6.5;2;2.7;1.8;-14.1;11600;33500;2.9
79204;2372;5603;18650;36;14.3;;19.7;17.8;;;;6.4;31.9;65.4;58;3.6;3.8;32.4;8.1;7.1;3.1;2.3;1.7;-13;11540;28410;2.5
79205;3338;8498;19960;40.4;8.4;;;;;;;5;25.5;73.3;64.1;2.6;6.6;26.2;8.1;5.5;3.3;1.2;1;-13.1;13090;30680;2.3
79206;2157;5007;19250;38;13.8;;;16.2;;;;9.4;29.6;66.2;56.3;2.5;7.4;31.4;9.4;5.8;2.7;1.9;1.2;-12.8;11750;30080;2.6
79301;4698;10394;19350;41.5;16.6;28.7;22.3;18.7;16.2;;;6.8;32.2;63.6;57.2;3;3.4;34.8;7;7.8;2.9;2.9;2;-13.2;10860;30800;2.8
79302;8124;16897;19220;42.6;15.6;31.1;22;19.3;15;8.3;8.5;6.6;34.6;60.4;52.4;2.9;5.1;37.9;10;6.7;2.1;2.8;1.8;-15;11100;31690;2.9
79303;8308;17349;19380;41;13.2;23.6;17.3;16.2;12.2;8.2;9.6;6.1;28.7;61.3;53.8;2.8;4.7;37.3;9.1;6.2;2;2.5;1.7;-13.9;11850;31480;2.7
79304;8255;19232;19790;43.1;14.3;26.9;19.2;18.1;11.2;6.6;;5.2;34.5;68.9;60.5;2.7;5.7;29.6;9.8;6.3;2.6;2.2;1.5;-14.6;11160;32370;2.9
79501;34335;70235;21570;53.3;13.3;26.2;18.2;14.4;12.4;7.2;5.9;5;27.1;72.7;65.5;2.6;4.6;30.6;8.3;6.2;1.9;2.6;1.7;-17.8;11510;38390;3.3
80101;788;2002;22240;54.6;10;;;;;;;;;71.8;64.3;2.8;4.7;32.9;6.1;4.5;2.2;1.5;0.8;-15.3;12590;34150;2.7
80102;796;1882;20770;;;;;;;;;;;;;;;;;;;;;;;;
80103;843;2014;18650;40.1;19.1;;;;;;;;44;65.6;56.9;4.2;4.5;32.3;7.5;7.8;3;3.2;1.6;-13.2;10900;28680;2.6
80104;914;2165;17250;37.4;22.8;;;;;;;;36.6;61.2;55.2;3.6;2.4;32.8;8.5;10.1;3.4;4.1;2.6;-12.6;9850;29560;3
80105;957;2351;21820;55.7;;;;;;;;;;73;63.8;3.1;6.1;30.4;8.1;4.1;2.1;1.3;0.7;-15.6;13250;34080;2.6
80106;988;2159;18950;39.1;17.8;;;;;;;;32.4;66.7;58.6;2.5;5.6;31;6.3;9.4;2.6;4.4;2.4;-13.4;10660;30890;2.9
80107;1038;2437;20010;48.6;12.1;;;;;;;;;65.4;58.4;2.6;4.4;34.5;11.7;4.2;1.8;1.7;0.7;-15.8;12130;30440;2.5
80108;1124;2692;19370;40.7;16.6;;;;;;;;38.4;65.9;59.4;3.2;3.3;32.8;6.5;7;2.8;2.9;1.3;-12.2;11230;28380;2.5
80109;1252;2384;18680;44.9;19.2;;;;;;;12.5;33.7;50;41.4;3.3;5.3;49.3;8.4;6.2;1.5;3.2;1.5;-13.9;10140;31700;3.1
80110;1083;2131;20570;51.5;13.4;;;;;;;;;51.9;40.3;2.7;8.9;47.1;14;4.2;1.5;1.6;1.1;-17.2;11470;37890;3.3
80111;1217;2767;17770;40.7;20.6;;;;;;;;39.6;62.9;54.4;3.5;5;35.2;7.6;8.3;3.1;3.2;2;-14;10320;30810;3
80112;1322;3270;21670;52.9;9.5;;;;;;;;;74.6;68.4;2.3;3.9;27.9;7.8;5.2;2.4;1.8;1;-15.5;12870;34710;2.7
80113;1306;2902;18330;39.7;17.1;;;;;;;;28.5;55.9;46.8;2.8;6.3;40.3;10.7;6.7;2.3;2.8;1.6;-13.6;10780;30820;2.9
80114;1434;3441;18170;40.5;20.9;;;25.6;;;;;41.1;62.9;55;2.9;5;33.4;9.4;8;2.8;3.3;1.9;-13.7;10320;30960;3
80115;1522;3522;18060;36.4;18.3;;;;;;;10.8;29.4;65.1;59.2;4.1;1.8;32.6;4.9;8.7;2.9;3.7;2.1;-11.3;10590;28200;2.7
80116;1779;4513;21670;54.9;8.4;;;;;;;;21;79.7;72.6;2.6;4.5;24;7.1;4.8;2.6;1.4;0.8;-15.6;13190;33410;2.5
