CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
07201;3151;7118;18570;42.8;21.8;;21.1;32;19.3;19.4;;9.6;38.2;63.9;56.6;3.8;3.5;32.3;11.6;7.7;3;2.7;2;-15.5;9560;32130;3.4
07202;3645;9251;23310;58.9;7.1;;;;;;;5;19.6;77.1;68.4;2.8;5.9;26.3;10.3;3.3;1.9;0.8;0.6;-17;13950;37560;2.7
07203;3654;7953;19250;39.7;14.1;;19.9;15.9;15.7;;;6.1;27.2;66.2;58.4;3.9;3.9;32.3;7.8;6.6;2.5;2.4;1.7;-12.9;11600;30760;2.7
07301;6772;14446;21040;51.9;13.3;28.2;20.9;15.3;11.4;7.5;;5;28.2;64.1;57.5;2.6;4;35.7;9.5;6.3;2.2;2.5;1.6;-15.6;11540;35560;3.1
07401;12543;27528;20050;46.3;15;27.9;21.5;19.3;14.5;7.5;;5.5;30.1;62.9;55.7;3.4;3.8;34.9;10.4;6.5;2.4;2.3;1.8;-14.7;11150;33030;3
07402;18737;39496;19400;42.7;16.9;28.6;23.9;20.8;18;9.7;9.5;8.2;31.9;58.1;47.8;3.8;6.5;37;13.4;6.4;2;2.6;1.8;-14.9;10690;33230;3.1
08101;906;2059;18820;39.5;13.9;;;;;;;;;69.3;60.2;3.9;5.2;30.8;5.8;6.6;2.4;2.6;1.6;-12.5;11750;29310;2.5
08102;1044;2208;19310;41.4;17.3;;;;;;;;31.8;61.8;52.3;4;5.5;35.6;9;6.7;2.2;2.7;1.8;-13.1;10460;31220;3
08103;996;2167;18290;39.7;19.8;;;;;;;;37.7;60.7;52.6;4.1;4;36.2;6.6;8.6;2.6;3.7;2.3;-12.1;9910;29480;3
08104;1160;2575;18630;37.7;18.5;;;;;;;11.1;37.2;64.6;57.3;3.9;3.4;29.8;10.1;7.2;2.3;3.1;1.8;-11.7;10500;31480;3
08105;1475;3323;19180;44.1;16.5;;;;;;;9.6;29.9;72;65.3;3.5;3.2;28.6;7.8;6.1;2.1;2.4;1.6;-14.5;10980;33420;3
08106;2016;3999;18130;40.8;21.3;;;31.5;;;;9.3;36.6;58.3;50.3;2.4;5.6;37.2;9.4;8.7;2.2;4.1;2.4;-13.6;9900;31910;3.2
08107;2115;5026;20270;47.3;11.9;;;;;;;;23.3;71.8;64.6;2.8;4.4;30.5;5.5;5.5;2.4;1.8;1.3;-13.3;12130;30890;2.5
08108;1831;4083;17780;35;21.5;;;22.7;25.3;;;10.2;39.9;57.9;50.9;3.3;3.7;34.3;11.4;8.3;2.6;3.5;2.2;-11.9;9880;28910;2.9
08201;2266;5071;18090;38.3;18.7;;;20.8;22.2;;;11.3;34.4;59.9;51.7;4.3;3.9;36.4;8.6;7.7;2.3;3.4;2;-12.6;10340;29500;2.9
08202;2388;5563;17880;36;22.5;;31.2;25.6;20.9;;;11.3;43.1;63.2;56.5;3.3;3.4;33.1;5.5;10.1;3.5;4.2;2.4;-11.9;9950;28290;2.8
08203;2687;6330;18690;42.4;19.1;;27.2;20.3;17.3;;;8.9;36.7;66.6;59.3;3.2;4.1;31.7;8.4;7.6;2.7;3.1;1.8;-14.3;10570;30940;2.9
08204;2926;6657;17730;37.2;21.8;;31.2;25;21.2;;;10.3;38.9;65.1;58.5;3.8;2.8;32.2;5.2;9.6;3;4.1;2.5;-12.1;10110;28470;2.8
08205;2667;5829;16690;31.5;26.2;;36;38.3;25;17.3;;14.2;44.8;55.3;48.5;4.7;2.1;40.2;6.3;9.6;3;4;2.6;-11.4;9690;27170;2.8
08206;3503;7782;18460;42.3;20.4;;25;23.2;21.6;;;10.2;33.5;67.3;59.9;3.4;4;29.3;10;7.6;2.4;3.2;2;-14.2;9830;33010;3.4
08301;4681;9738;18100;39.4;22.1;36.6;27.6;26.4;23;12.4;;6.4;34.8;64.8;56.8;3.3;4.7;32.9;8.2;8.9;2.7;3.7;2.5;-14.8;9890;31730;3.2
08401;11625;24349;17710;36.9;24.3;42.9;30.7;28.5;24.8;16.1;9.1;8.3;39.7;60.4;51.6;3.8;5;34.4;7.7;10.9;2.7;5;3.2;-13.4;9510;30850;3.2
08501;26482;55557;18190;42.8;24.5;39.4;33.4;30.4;22.6;14.3;10;7.4;38.7;63.7;55;3.1;5.6;33.5;7.9;10.1;2.8;4.4;2.9;-15.2;9510;33170;3.5
09101;1296;3194;21100;50;11.1;;;;;;;;24.2;67.4;60.7;2.5;4.2;33.2;7.5;5.9;2.5;2.1;1.3;-14;12200;32360;2.7
09102;1170;2403;17600;32.7;21.2;;;;;;;13.9;36;49.6;42.5;4;3.1;44.3;9.4;8.6;2;4.2;2.4;-11.9;10260;27340;2.7
09103;1518;2984;18580;38.7;19.9;;;;;;;12.2;32;51.8;41.2;3.7;6.9;41.7;12.9;8.2;1.9;3.9;2.4;-14.6;9990;32940;3.3
09104;1601;3634;19750;41.7;14.3;;;;;;;;26.3;71.4;63.3;3.3;4.8;27.5;8;6.6;2.6;2.3;1.7;-13.5;11700;32570;2.8
09105;1991;4564;19710;42.7;13.8;;;;;;;7.5;25;69.2;61.3;3.5;4.4;28.5;9.7;6.9;2.6;2.5;1.8;-14.3;11660;32400;2.8
09201;2381;4898;18480;39.1;19.3;;;23.5;;15.2;;10.5;36.1;54.5;46.5;3.5;4.5;42.7;9.1;6.8;1.9;3.1;1.8;-13.1;10400;30620;2.9
09202;3275;6608;17490;30.5;22.7;;36.2;29.5;25;14.3;;11.5;43.7;50.2;41.6;3.8;4.8;44.6;7.6;9.6;2;5;2.6;-12;9600;28430;3
09203;4729;9175;19480;42.5;18.1;;26.5;23.2;20.2;9.5;;8.7;33.5;54.8;46.1;2.9;5.8;42.9;9.5;7.4;1.8;3.5;2.1;-14.6;10440;33700;3.2
09301;7001;14222;20180;46.5;17.2;32.7;25;20.3;17;9.5;;6.7;33.9;61.1;52.2;2.7;6.2;37.9;9.4;6.7;1.9;2.9;1.9;-15.1;10530;35060;3.3
09401;11677;25324;19280;42.6;18.3;23.1;24.4;22.5;17.6;11.9;10.9;7.7;32.6;63.9;55.6;3.4;4.9;33.2;9.3;8.1;2.4;3.5;2.2;-14.5;10510;32740;3.1
10101;981;2173;17650;34.6;22.3;;;;;;;;34.3;63.4;54.5;4.4;4.5;33;6.8;8.8;3.2;3.3;2.3;-12;10220;29370;2.9
10102;1704;3730;19420;45.1;17;;;;;;;;38.5;59.1;49.4;3.1;6.6;39.6;8.6;6.6;2.6;2.4;1.6;-13.9;11140;32500;2.9
10103;1024;2272;19670;47.6;18;;;;;;;;30.4;67.7;57.7;3;7;31;9;6.7;2.8;2.3;1.6;-14.4;10670;33430;3.1
10104;1180;2926;22990;61.9;;;;;;;;;;71.8;62.6;2.2;7;32;10.6;2.8;1.7;0.7;0.4;-17.2;14390;38420;2.7
10105;1268;2607;17680;39.6;22.5;;;;;;;;35.4;61.3;47.2;3.9;10.2;33.6;10.9;10;2.8;4.2;3;-15.8;9890;31340;3.2
10106;1449;3077;19410;43.3;15.6;;;;;;;;30.3;61.7;52;2.8;6.9;35.7;9.7;7;2.5;2.7;1.8;-14.1;11460;32590;2.8
10107;1470;2903;18850;41.5;19.5;;;;;;;;32.8;54.1;46.5;3;4.6;42.4;8.4;8.2;2.1;3.8;2.3;-13.1;10210;30480;3
10201;2386;4637;17900;37;21.1;;;31.6;;;;;32.8;57.7;45.8;3.7;8.2;38;9.1;8.7;2.2;3.9;2.6;-13.5;10280;32170;3.1
10202;2547;5694;18820;45.6;18.3;;23.2;21.2;;;;;26.8;72;65.4;3.3;3.3;27.8;7.5;7.9;2.9;2.7;2.3;-15.2;10630;35250;3.3
10301;7598;16924;17130;37.7;25.3;36.8;33.9;33.1;23.7;16.3;;12.8;41.5;59.1;51.7;4.4;3;36.6;6.6;10.5;3.6;4.1;2.8;-12.8;9490;27900;2.9
10601;59806;125358;18870;45;20.3;33.4;26.5;24.4;19.3;11.5;7.5;5.6;34.2;67.1;58.5;3.6;5;31.2;8.2;8.9;2.7;3.5;2.7;-15.4;10060;33640;3.3
11101;979;2492;22900;59.9;;;;;;;;;;72.2;61.1;2.8;8.3;31.4;10.3;3.6;1.9;1;0.7;-17.5;13900;39090;2.8
11102;1108;2660;21340;53;11.3;;;;;;;;;69.6;58.3;3.5;7.8;34.4;7;4;1.9;1.3;0.8;-15;12160;33640;2.8
11103;1198;2863;18820;39.2;17.4;;;;;;;11.1;34.6;65.1;54.9;4.2;6;34.1;7.7;7.3;2.8;2.8;1.7;-14.2;10470;30480;2.9
11104;1007;2427;20390;45.5;12.8;;;;;;;;;69.9;61.1;3.4;5.4;32.1;7.9;5.2;2.4;1.6;1.2;-15.1;11810;32310;2.7
11105;1437;3332;19230;40.8;15;;;;;;;9.6;31.7;67.1;58.3;3.3;5.5;32.4;7.6;6.6;2.5;2.6;1.5;-13.7;11240;30630;2.7
11106;1282;2708;17420;35.3;25.2;;;;;;;18.5;41;49.8;40.2;4.3;5.3;45.6;10.2;7.3;1.9;3.7;1.7;-12.9;8930;31220;3.5
11107;1443;3169;19030;40.1;15.2;;;;;;;;25.1;58.2;50.7;2.8;4.7;38.5;10;7;2.5;2.7;1.8;-13.7;11500;30500;2.7
11108;1614;3949;19310;39.7;15.3;;;;;;;10.9;29.8;67.1;56.8;4.5;5.8;32;8.1;6.8;2.9;2.5;1.4;-14;11370;30840;2.7
11109;1764;3351;17570;35.3;23.4;;;;;;;13.3;41;45.8;36.6;3.2;6;49.6;8.9;8.2;1.5;4.3;2.4;-12.5;9190;29460;3.2
11110;2964;5430;19020;42;18.8;;;26.9;24.3;;;11.5;33.1;50.8;39.8;4.4;6.6;47.9;10.3;5.3;1.1;2.7;1.5;-14.3;10330;32780;3.2
11111;1807;4112;18010;38.2;21.4;;;;;;;13.7;39.6;57.9;46.9;4.1;6.9;38.9;9.2;7.8;2.5;3.3;2;-13.8;9430;31700;3.4
11112;1982;3944;17460;31.7;23.5;;;38.6;30.5;;;12.7;43.6;45.7;37.7;3.4;4.6;48.2;9.6;8.6;2.2;4;2.4;-12.1;9710;28760;3
11113;2596;6174;21060;50.9;11.9;;;14.2;;;;7.1;29;68;57.1;2.8;8.1;34;8.8;4.9;2.3;1.5;1.1;-15.7;12200;36240;3
11201;2493;5509;18810;39.8;18.9;;;22.2;20.1;;;11.9;34.2;57.1;48.5;3.7;4.9;40.9;8.4;6.8;2.2;2.9;1.7;-13.2;10230;30690;3
11202;2877;5612;17700;36.8;21.5;;30.9;30.2;25.9;14.2;;10.3;36.3;46.5;37.5;3.3;5.7;49.9;8.1;8.4;2;4.1;2.3;-12.9;9720;29210;3
11203;3609;7723;19520;42.9;16;;;18.5;19;11.3;;11.8;28.4;55.5;43.9;4.3;7.3;45;8.2;5.4;1.9;2.3;1.2;-14.1;10800;31850;2.9
11204;2418;5312;17470;36.4;23.9;;37.2;28.7;23.6;;;10.8;41.4;54.7;46.1;4.1;4.5;42.2;6.4;9.8;2.9;4.2;2.7;-13.1;9480;29150;3.1
11205;2581;5800;18490;39.7;21.4;;30.6;26.1;19.7;;;12.5;42.4;59.6;50.2;4.1;5.3;37.6;8.3;7.7;2.5;3.2;2;-13.2;9960;30810;3.1
11206;4497;9930;17150;35.1;25.4;46;36.9;27;25.7;15.7;;12.4;41.4;53;43.9;4.1;5;39.9;8.5;11.6;3.1;5.4;3.1;-13;9050;29510;3.3
11301;5668;11893;18830;39.1;18.4;37;21.4;21.2;21.3;13;11.2;8.1;35.6;56.4;46.5;3.1;6.8;39.6;10.2;8;2;3.8;2.2;-14.2;10530;32190;3.1
11302;5316;11151;18320;38.4;20.5;36.1;26.5;25.4;18.5;12.7;;8.4;33;61.5;53;3.2;5.3;35;8.5;8.7;2.6;3.7;2.4;-13.7;10280;31880;3.1
11501;22642;47643;17850;40.7;26.1;36.5;35.9;31.5;25.9;16.4;13.8;9.9;42;61.7;52.2;3.6;5.9;33.8;9.3;10.8;2.7;5;3.1;-15.6;9270;33510;3.6
11502;26465;52731;17920;39.5;24.4;39.2;31.6;31.3;24.3;15.4;11.5;8.9;37.5;58.2;47.4;3.9;6.9;35.9;11;10.1;2.3;4.8;3;-15.2;9530;33940;3.6
12101;1344;3153;20890;46;9.1;;;;;;;;;71.8;61.8;2.3;7.7;27.5;10.1;4.8;2.5;1.2;1.1;-14.2;12960;33300;2.6
12102;1861;4103;19680;45.3;13.5;;;;;;;8;29.4;61.1;47;2.5;11.6;36.5;10.5;5;2.2;1.7;1.1;-13.1;11360;31530;2.8
12201;2744;5546;20400;45.4;10.2;;;;;;;5.4;22.3;56;45.6;2.1;8.3;38.3;16.8;4.4;1.6;1.7;1.1;-15.5;12600;34580;2.7
12202;4317;8851;19810;41.8;13.9;;14.9;19.3;12.8;;;7.6;27.3;61.7;51.8;2.6;7.3;36.5;9.8;5.9;1.9;2.4;1.6;-13.9;11530;32980;2.9
12301;5744;11521;19340;42.8;18.3;36.1;30.6;21.1;18.3;10.6;;8.7;35.3;56.9;47.8;2.5;6.6;40.7;11.2;6.6;1.9;2.9;1.8;-15.4;10450;33660;3.2
12302;6850;13408;18490;37.8;17.7;33.8;27.9;21.3;16.7;11.8;11.7;9.9;34.1;52.7;45.2;2.8;4.7;45.2;8;6.8;2;3;1.8;-12.7;10600;29950;2.8
12401;11484;23788;19280;41.9;15.2;25.1;19.3;19.8;14.1;9.8;8.9;6.7;29.5;62.5;53.2;3.1;6.2;34.9;11.2;6.5;2.1;2.6;1.8;-15.1;11280;33080;2.9
12402;23339;47855;21330;53.4;12.5;22.7;15.3;15.1;10.8;7.4;7.1;5;26.5;69.7;60.6;2.5;6.6;30.8;11.4;5.2;1.8;2;1.4;-17.1;11750;36480;3.1
13101;1455;2839;18460;44.6;19.6;;;;;;;;26.7;54.9;41.5;5.1;8.3;35;24.2;4.3;1.3;1.8;1.2;-18.4;9940;34540;3.5
13102;1109;2762;21140;48.9;12.1;;;;;;;;25.8;72.4;63.8;4;4.6;29.6;7.7;5;2.3;1.6;1.1;-14.7;11780;34130;2.9
13103;1505;3509;21940;52.3;12.7;;;;;;;9.3;20.1;68.6;58.3;3.3;7;31.1;14.6;3.3;1.4;1.3;0.6;-17.6;11700;38620;3.3
13104;1488;3874;26770;70.7;5.4;;;;;;;;;84.1;77.7;2.7;3.7;24.3;8;2.5;1.5;0.6;0.4;-18.9;15290;41760;2.7
13105;1937;4501;24290;59.3;10;;;;;;;6.9;17;68.5;57.2;3.3;8;32.3;17.1;2.9;1.4;1;0.5;-20.8;12710;45850;3.6
13106;1714;3729;22500;55.9;11.7;;;;;;;9.2;16.5;60.7;51.9;2.3;6.5;38.4;17.4;3.2;1.3;1.2;0.7;-19.7;11870;41240;3.5
13107;1508;3683;22350;56.2;12.7;;;;;;;;23.1;79;70.2;3.6;5.2;23.9;10.2;4.4;2.1;1.4;0.9;-17.5;11810;39960;3.4
13108;2202;5308;23620;58.7;9.1;;;;;;;;16.2;75.1;67.1;4.1;3.9;28.2;9.9;3.9;1.8;1.3;0.8;-17.1;13000;37980;2.9
13109;1880;4658;25730;63.7;9;;;;;;;;17.6;72.9;63;3.7;6.2;29.7;16.3;2.6;1.3;0.8;0.5;-21.5;13330;47940;3.6
13110;1974;5030;23220;58.7;9;;;;;;;;18.9;79.8;70.8;3.2;5.8;24.6;9.4;3.8;2;1.1;0.7;-17.6;13120;38610;2.9
13111;2178;5825;30950;76.9;5;;;;;;;;;81.7;72.3;2.9;6.5;26.2;14.2;1.5;0.9;0.4;0.2;-23.6;16220;55780;3.4
13201;1981;4918;20430;45.1;14.8;;;17.9;;;;7.1;26.1;75.1;66.2;4.1;4.8;26.2;6.7;6.5;2.8;2.2;1.5;-14.5;11190;34750;3.1
13202;2247;5643;24930;63.5;8.3;;;;;;;;15.7;76.7;66.4;3.1;7.2;29.5;9.2;3.1;1.5;1;0.6;-18.5;13420;41250;3.1
13203;2075;5217;24410;58.7;9.7;;;;;;;;20;75.8;66.5;3;6.3;26.5;12.2;3.2;1.5;1;0.7;-17.7;12840;42720;3.3
13204;2178;5550;26780;67.6;7;;;;;;;5;;83.5;73.3;3.7;6.5;23.4;11.7;2.5;1.2;0.9;0.4;-21.1;14320;46630;3.3
13205;2372;5856;25430;63.8;8.3;;;;;;;;17.9;78.2;69.2;3.2;5.8;27.2;10.4;3;1.4;1;0.6;-18.8;13420;45870;3.4
13206;2808;7044;20160;46.7;13.9;;13.7;14;14.8;;;6.1;25.3;75.7;67.3;4.1;4.3;24.8;9;5.6;2.4;1.9;1.3;-15.1;11460;33840;3
13207;3126;7350;23360;57;9.7;;;;;;;5;20;76.3;67.8;3.3;5.2;26.9;10.8;3.5;1.6;1.1;0.8;-17.5;12810;39340;3.1
13208;3454;8580;24300;62.5;8.3;;;;;;;5.2;15.8;81;74.3;3.5;3.2;25;8;3.4;1.7;1.1;0.6;-17.4;13270;39430;3
13209;2800;6858;24130;60.2;9;;;;;;;;19.7;71.2;62;3.8;5.4;34.8;9.1;3.5;1.6;1.1;0.8;-18.6;13000;41330;3.2
13210;3447;9074;24590;63;7.6;;;7.7;;;;5.7;14.4;85.6;77;3.9;4.7;21.2;7.6;3.3;1.9;0.9;0.5;-17.7;13910;39280;2.8
13211;3508;7227;26650;65.6;9.8;;;;;;;5.6;15.4;69.4;53.5;3;12.9;32.7;23.2;1.7;0.6;0.7;0.4;-27;12790;57220;4.5
13212;3818;9538;22180;54.7;9.9;;;10.7;;;;5.4;21.1;75.9;68;3.5;4.4;27.4;9;4.1;2;1.3;0.8;-16.4;12680;37730;3
13213;4025;9705;23720;58.7;10.4;;;9.6;12.5;;;5.3;19.2;75.4;66.5;3.5;5.4;28.9;10.9;3.7;1.7;1.2;0.8;-18.9;12480;41150;3.3
13214;3809;8260;19040;43;19.7;;22.9;22.4;17.9;15.7;;;31;74.9;65;6.2;3.7;27.8;4;7.5;2.4;2.8;2.3;-14.2;10450;33890;3.2
13215;4299;10941;22610;54.6;10.2;;9.9;10.4;9.8;9.6;;6.7;19.7;78.7;68.8;3.6;6.3;24.7;9.9;3.8;1.9;1.2;0.7;-17.1;12560;38310;3.1
13301;5872;14213;21260;49.6;10.9;;14.3;11.7;10.2;7.9;;5.3;19.4;71.6;62.8;3.6;5.2;30.7;8.2;4.9;2.2;1.5;1.2;-15.4;12460;34030;2.7
13302;5891;13023;21040;51.8;15.1;;14.5;16.6;15.9;13.7;13.2;9.7;22.9;66.2;53;3.3;9.9;31.8;18.3;3.8;1.4;1.5;0.9;-20.1;11080;41120;3.7
13303;6965;14700;27590;69.1;6.8;;;8.7;8.1;;;5;12.7;68.6;59.3;3;6.3;36.6;15;1.9;0.7;0.7;0.5;-22.1;14450;51110;3.5
13501;26298;60469;21660;52.7;13.6;20.4;15.8;14.2;13.6;10.9;8.9;5;24.2;75.3;66.7;3.7;4.9;27.1;9.2;5.6;2.1;2;1.5;-17.2;11530;38370;3.3
14101;957;1853;20270;;;;;;;;;;;;;;;;;;;;;;;;
14102;740;1956;22740;;;;;;;;;;;;;;;;;;;;;;;;
14103;1009;2419;19300;41.6;13.5;;;;;;;;26.4;69.2;58.6;3.6;7;30.2;6.7;6.8;3;2.3;1.5;-12.9;11540;32020;2.8
14106;1339;3368;27410;72.2;;;;;;;;;;75.9;69.2;2.4;4.3;29;12.8;2.4;1.3;0.6;0.5;-20.1;16000;52370;3.3
14107;1103;2649;23950;62.4;;;;;;;;;;78.1;69.1;2.6;6.4;27.5;9;3.7;1.9;0.9;0.9;-18.3;14010;39870;2.8
14108;969;2615;27550;75.7;;;;;;;;;;79.7;71.2;2.5;6;27.2;9.5;2.2;1.4;0.5;0.3;-18.6;17250;44980;2.6
14109;1636;3452;18920;39.5;18.1;;;;;;;10.4;29.2;57.5;47.7;2.8;7;41.1;6.9;7;2.4;2.8;1.8;-12.5;11030;29180;2.6
14110;1189;3297;23200;59.3;;;;;;;;;;82.2;75.5;2.1;4.6;22.7;6;3.6;2.5;0.6;0.5;-14.5;15200;34720;2.3
14111;1324;3240;22770;60.9;;;;;;;;;;70.3;62.6;2.8;4.9;33.9;7.9;3.1;1.7;0.8;0.6;-15.2;14380;36140;2.5
14112;1414;3718;21010;49.6;7.8;;;;;;;;;76.2;70.4;3.2;2.6;26.6;4.2;5.7;3.2;1.4;1.1;-12.7;13430;31490;2.3
14113;1917;4533;19380;38.8;13.3;;;;;;;9.1;20.4;72.5;65.6;3.1;3.8;26.9;6.1;6.6;3.3;1.8;1.5;-12.1;11540;30330;2.6
14114;1424;3249;18910;41.9;13.1;;;;;;;;26;62.3;54.3;2.8;5.2;36.4;7.3;6.3;2.6;2.2;1.5;-12.3;11710;28840;2.5
14115;1387;2934;18390;37.8;18.7;;;;;;;;30.4;59.6;50.9;3.4;5.3;37.7;7.9;7.7;2.7;2.9;2.1;-12.9;10280;30220;2.9
14116;1565;3552;20290;44.2;8.9;;;;;;;;16.4;68;61;3.3;3.7;30.8;9.3;5.4;2.5;1.5;1.4;-13.5;12870;31850;2.5
14117;2219;5453;21840;53.6;6.5;;;;;;;;;71.1;65.1;2.3;3.7;32.2;6.8;4.2;2.2;1.2;0.8;-14.3;14020;32860;2.3
14118;2459;4283;21320;52.4;10.9;;;;;;;;19.3;47.9;41.6;2.6;3.7;54.3;10.4;3.5;0.9;1.6;1;-16.1;12370;37130;3
14120;2281;4846;19810;46.1;12.9;;;;;;;;19.3;67.2;57.3;3.3;6.6;33.4;8.6;5.5;2.2;1.7;1.6;-14.7;12040;33550;2.8
14201;2483;5742;23550;62.2;6.2;;;;;;;;15.9;69.1;61.7;2.9;4.5;36.7;7.8;3.3;1.6;1;0.7;-16.9;13990;37980;2.7
14202;2607;5854;20200;53.2;11.2;;;;;;;;17.4;75.6;70.1;3.3;2.2;28.7;3.9;6;2.5;1.9;1.6;-14.2;12400;30900;2.5
14203;2412;6244;22080;55.2;8.2;;;11.7;;;;5;16.9;74.6;68.9;3.1;2.6;28.9;5.9;4.4;2.5;1;0.9;-13.8;13380;32790;2.5
14204;3494;9077;20400;48.6;10;;10.7;12.9;;;;5;21.4;73;66.8;3.3;2.9;27.7;6.9;5.7;3.1;1.4;1.2;-13.3;12660;31250;2.5
14205;3656;7644;18190;37.8;19.4;32.9;24.3;23.1;19.5;;;;29.4;62.7;54.8;3.7;4.2;34.3;6.8;9.3;2.8;3.7;2.8;-13.1;10660;30570;2.9
14206;4659;9211;22130;56.1;10.4;;;12.7;14.9;;;5;17.7;56.7;49.8;2.6;4.3;45.5;10.7;3.9;1.4;1.4;1.1;-16.8;12520;39240;3.1
14207;2622;6116;18880;41.1;16.3;;19.2;18.8;19.4;;;10;29.4;65.1;56;3;6.1;34.2;7.7;6.2;2.8;2;1.4;-13.2;11150;31180;2.8
14208;2313;6114;23220;59;5;;;;;;;;;82.2;75.2;2.5;4.5;22;7.5;3.4;2.3;0.6;0.5;-15.1;15020;35240;2.3
14210;3010;6718;18730;39;15.8;;21.5;19.6;18.8;;;9.3;28.9;61.3;52.9;3.1;5.3;36.8;8.4;6.3;2.7;2.1;1.5;-12.8;11190;29490;2.6
14211;3733;8996;19080;39.8;13.3;;15.5;14.6;15.2;;;6.4;26.5;70;62.1;3.5;4.4;30.6;5.2;6.7;3.2;2;1.5;-12.5;11660;29500;2.5
14301;7921;16680;19910;44.6;13.3;22.9;15.8;17.7;12;9.1;;5.2;24.9;65.4;55.6;2.6;7.2;34.4;8.8;5.9;2;2.3;1.6;-14.5;11800;32060;2.7
14302;6847;15296;23090;59;8.8;;11.4;12.5;8.8;;;5;18.8;67.5;59.2;2.8;5.5;36.7;9.6;3.4;1.6;1;0.8;-17.2;13120;39690;3
14303;8582;17882;20390;47.3;13.8;22.8;17.4;17.3;14.6;7.7;;5;23;63.2;54.5;3;5.7;36.5;9.4;6.4;2.1;2.5;1.8;-15.5;11650;36040;3.1
14401;12895;26189;18730;41.5;18.1;27.3;23.2;22.6;20.1;11.4;6.9;6.2;29.5;62;54.3;3.2;4.5;35.4;8.2;8.3;2.5;3.3;2.5;-13.9;10560;31540;3
14402;18176;34562;20920;53.2;13.6;18.8;19.1;19.1;18.1;8.5;6.7;6.7;22.3;53.2;43.7;3.2;6.3;45.7;15.7;4;1.2;1.7;1.1;-18.6;11510;40500;3.5
14601;85482;174491;20240;49.8;16.2;27.6;20.1;19.8;15;8.9;5.3;5;27.1;70.6;61.9;3.3;5.4;30.4;8.3;7.1;2.1;2.8;2.2;-16.4;10830;36350;3.4
15101;895;1709;19750;;;;;;;;;;;;;;;;;;;;;;;;
15102;1241;2308;19440;43;13.6;;;;;;;;;56.2;46.6;2.1;7.5;41.3;11.3;4.7;1.4;2.1;1.2;-13.5;11770;31790;2.7
15103;1270;2587;18510;40.1;14.8;;;;;;;;32.2;56.5;46.3;2.1;8.1;41.4;9.2;5.9;1.9;2.7;1.3;-13;11290;30020;2.7
15104;1374;2750;19860;41.8;13;;;;;;;;;54.1;45;1.6;7.5;41.2;13.2;5.1;1.7;2;1.4;-13.6;11750;32870;2.8
15105;2110;4140;19620;42;13.2;;;;;;;7.4;24.8;59.6;48.5;2.1;9;38.1;11.9;5;1.5;2.1;1.4;-14.6;11730;32690;2.8
15201;2999;5825;19550;43.9;13.8;;;15.9;;;;;22.9;64.2;54.5;2.7;7;33.1;12.3;5.9;1.8;2.3;1.8;-15.5;11690;33680;2.9
15401;16097;30320;20600;48.9;13.2;23.6;17.1;17.7;12;7.6;7.3;5;26.5;63.4;55;2.3;6.1;35.2;12;5.7;1.5;2.5;1.7;-16.3;11530;35500;3.1
16101;1796;3747;18330;35.7;16.7;;;;;;;13.3;27.4;61.9;54.9;2.7;4.3;37;6.3;6.2;2;2.7;1.5;-11.4;11160;28270;2.5
16102;1134;2180;19690;43.5;17.1;;;;;;;;35.7;54.4;47.6;2.2;4.6;43.3;10.9;5.7;1.6;2.5;1.6;-14.3;10640;34700;3.3
16103;1427;2916;18510;35.6;17.4;;;;;;;;29.7;57.7;49.7;2.8;5.2;39.5;8.3;6.7;2.1;2.6;2;-12.2;10800;30220;2.8
16104;1961;3833;19420;40.5;14.4;;;;;;;;25.8;56.7;49.7;3.1;3.9;42.1;7.8;6.3;1.7;2.8;1.8;-12.9;11470;31370;2.7
16105;1581;3328;19830;41.9;12.8;;;;;;;;25.5;67.1;56.8;3.1;7.2;33.2;8.6;5.5;1.8;2.3;1.4;-14.4;11860;33280;2.8
16106;1871;3551;18110;38.3;20.5;;;;;;;;34.7;53.6;45.2;3.4;5;43.8;8.1;8.3;1.8;3.9;2.6;-13.8;9870;31140;3.2
16107;2211;4466;18450;38.5;19.3;;;24.4;;;;;33.5;59.7;50.5;3.5;5.7;36.7;8.7;8.2;2.2;3.5;2.5;-13.3;10550;32320;3.1
16108;2352;4687;20330;45.2;13.1;;;;;;;;25.7;60.8;52.6;2.9;5.3;37.2;11.1;6;1.6;2.8;1.6;-15.1;11500;34870;3
16401;12832;25650;21050;50.7;14.8;25.3;20.8;18.4;15.4;7.9;;5.3;28.7;66.1;58.2;3.1;4.8;34.7;9.2;6.3;1.7;2.8;1.8;-16.3;11180;37030;3.3
16601;50245;104749;20060;47.3;17.1;30.8;23.3;20.6;15.9;9.6;7.2;5.4;32.7;65.9;58;3.4;4.5;33.6;8;7.8;2.2;3.3;2.3;-15.3;10520;34370;3.3
17101;984;1998;18910;;;;;;;;;;;;;;;;;;;;;;;;
17102;1023;2443;22840;61.5;;;;;;;;;;68.7;60.3;3.4;5;34.4;10.7;3.1;1.6;0.9;0.6;-16.9;13890;36850;2.7
