Bureau;Libellés;Inscrits;NB_Votants;POURCENTAGE_Votants;NB_Enveloppes;POURCENTAGE_Enveloppes;NB_Nuls;POURCENTAGE_Nuls;NB_Blancs;POURCENTAGE_Blancs;NB_Exprimés;POURCENTAGE_Exprimés;NB_Procurations;NB_VOIX_Emmanuel_MACRON;POURCENTAGE_VOIX_Emmanuel_MACRON;NB_VOIX_Marine_LE_PEN;POURCENTAGE_VOIX_Marine_LE_PEN;Geo Shape;geo_point_2d
705;ECOLE MATERNELLE ADRIEN TIGEOT;1264;899;71.1;899;71.1;21;2.3;76;8.5;802;89.2;77;632;78.8;170;21.2;"{""coordinates"": [[[-0.5364104390991216, 47.44546155275302], [-0.5361190170564119, 47.445564035655735], [-0.53295766445852, 47.44667580425254], [-0.5295515685895397, 47.44820321261694], [-0.5298657779602534, 47.44876068038598], [-0.5302917945757079, 47.449550274424645], [-0.5305399312707739, 47.44978255299843], [-0.5317738459616168, 47.45054229301456], [-0.532783917759411, 47.4507003756072], [-0.5335499073651285, 47.45091472487094], [-0.5350834999878669, 47.45164652762635], [-0.5358243254888314, 47.45175532523467], [-0.5343011134604485, 47.454133529899075], [-0.5342094645343382, 47.454408380595616], [-0.5351458286844014, 47.454146049160165], [-0.5386589839726521, 47.45301453596874], [-0.5407859278593885, 47.4525630286864], [-0.538942982691255, 47.44954545127163], [-0.5382991737175334, 47.44842958971644], [-0.5376298237184576, 47.44742805007007], [-0.5367362102800882, 47.44597452946032], [-0.5364104390991216, 47.44546155275302]]], ""type"": ""Polygon""}";47.449694362473366, -0.5354299863228013
107;LYCEE DAVID D'ANGERS;1041;787;75.6;787;75.6;23;2.9;60;7.6;704;89.5;68;620;88.1;84;11.9;"{""coordinates"": [[[-0.5490878008389004, 47.469441513136196], [-0.5530275239985742, 47.46645854792162], [-0.54925295790959, 47.46497236431957], [-0.5488133161557489, 47.46480939862139], [-0.5486495914868149, 47.46503971507439], [-0.5454386277520974, 47.469466380727894], [-0.5447068163332848, 47.46921782738482], [-0.5445580903181153, 47.46946640480842], [-0.5440864247552892, 47.46969031434315], [-0.5441723909794143, 47.47004208241026], [-0.5439158197659243, 47.47035213574283], [-0.5470124407890382, 47.471429380696954], [-0.5470860035006003, 47.47131600998878], [-0.5469863381137063, 47.471269279055996], [-0.547847925511, 47.470389216672494], [-0.5490878008389004, 47.469441513136196]]], ""type"": ""Polygon""}";47.46807318057492, -0.5484070029803205
109;LYCEE DAVID D'ANGERS;971;768;79.1;768;79.1;13;1.7;68;8.9;687;89.5;99;613;89.2;74;10.8;"{""coordinates"": [[[-0.5454386277520974, 47.469466380727894], [-0.5486495914868149, 47.46503971507439], [-0.5453334196347884, 47.465346175829225], [-0.5422537729640712, 47.46391847513898], [-0.5411874735345252, 47.46315261417439], [-0.5407408240182194, 47.4633896161378], [-0.5405539415597457, 47.463617569154266], [-0.5404105383790238, 47.46394800568569], [-0.5403618212467548, 47.46413534437663], [-0.5400237468636, 47.46439386469175], [-0.5414697452664713, 47.46492793883915], [-0.5425034763044259, 47.465549381010405], [-0.5435501184623905, 47.46615898303879], [-0.5423836402358384, 47.46708258549172], [-0.5415712341363603, 47.46814901374747], [-0.5447068163332848, 47.46921782738482], [-0.5454386277520974, 47.469466380727894]]], ""type"": ""Polygon""}";47.466462718245076, -0.5443512091234575
111;ECOLE CONDORCET;1185;951;80.3;951;80.3;14;1.5;72;7.6;865;91.0;145;758;87.6;107;12.4;"{""coordinates"": [[[-0.5448739754678703, 47.45823693615215], [-0.5486493335583248, 47.464535842198664], [-0.54892392739389, 47.46452892553042], [-0.548840436378991, 47.46474063227587], [-0.5488133161557489, 47.46480939862139], [-0.5490863498214408, 47.46491060631492], [-0.5493946445479305, 47.464887235630464], [-0.5504950265915677, 47.46519936082809], [-0.550639895684362, 47.464792830335504], [-0.5528388815809123, 47.46462608530938], [-0.5524583130791354, 47.462532066430725], [-0.5521114704349304, 47.460594861996], [-0.5517531650058316, 47.45858102851703], [-0.5516309746240271, 47.458577508305616], [-0.5502526079876653, 47.45999789423968], [-0.5448739754678703, 47.45823693615215]]], ""type"": ""Polygon""}";47.461763297843, -0.549531709851926
113;ECOLE CONDORCET;1087;910;83.7;910;83.7;24;2.6;85;9.3;801;88.0;128;714;89.1;87;10.9;"{""coordinates"": [[[-0.5448739754678703, 47.45823693615215], [-0.5502526079876653, 47.45999789423968], [-0.5516309746240271, 47.458577508305616], [-0.5517531650058316, 47.45858102851703], [-0.5530140297436467, 47.45847784560113], [-0.5526149938514817, 47.45647463093724], [-0.550596670736645, 47.45569664377642], [-0.5503122596588088, 47.45560265456557], [-0.5483862808325608, 47.4548685217955], [-0.5483674472395857, 47.45488467799625], [-0.5481814703350644, 47.45501996516571], [-0.5480610416651434, 47.455122983104964], [-0.5471643413784759, 47.45575985524998], [-0.546581827486268, 47.456183572509154], [-0.5465733312422474, 47.45617960161107], [-0.5465502630723106, 47.45619597763029], [-0.54561318781842, 47.45684308108138], [-0.544418192384463, 47.457612358744036], [-0.5448739754678703, 47.45823693615215]]], ""type"": ""Polygon""}";47.457462219307985, -0.5490190269411847
114;ECOLE CONDORCET;473;388;82.0;388;82.0;8;2.1;40;10.3;340;87.6;45;295;86.8;45;13.2;"{""coordinates"": [[[-0.5586011331172578, 47.45886958018091], [-0.5585121227987817, 47.459116338312], [-0.5584881106211039, 47.45967261572986], [-0.5584783014769766, 47.460028066574814], [-0.5585193177382659, 47.46052610162397], [-0.5589223440721699, 47.46204002658295], [-0.5589911470208374, 47.46216206616347], [-0.5595663443576817, 47.4637649422548], [-0.560001864241237, 47.46363832968961], [-0.5618455660717909, 47.463342667039655], [-0.5632597075453506, 47.46288267088712], [-0.5627927088294624, 47.46242724434553], [-0.5613498336787227, 47.46066353966109], [-0.5617126130645357, 47.46043075289956], [-0.5618842326454063, 47.46016874706427], [-0.5605897058571289, 47.45959027447744], [-0.5600747549692005, 47.4593495370588], [-0.5586305159928313, 47.45879294892549], [-0.5586011331172578, 47.45886958018091]]], ""type"": ""Polygon""}";47.461471227454645, -0.5604006807049312
116;ENSEMBLE PAUL BERT;1055;841;79.7;841;79.7;24;2.9;70;8.3;747;88.8;73;628;84.1;119;15.9;"{""coordinates"": [[[-0.5361439013969356, 47.459503451805936], [-0.5366262728464672, 47.4588357744905], [-0.5366414804670729, 47.458627584039725], [-0.537727365138848, 47.45897644334574], [-0.5395202254053146, 47.45754503282726], [-0.5395047370080822, 47.45752740048547], [-0.541235062871433, 47.45618017594272], [-0.5424978523470566, 47.45702022065923], [-0.5433657964113517, 47.456170151703155], [-0.5407859278593885, 47.4525630286864], [-0.5386589839726521, 47.45301453596874], [-0.5351458286844014, 47.454146049160165], [-0.5340509939745203, 47.455169346255396], [-0.5331129912812645, 47.457594930672], [-0.5361439013969356, 47.459503451805936]]], ""type"": ""Polygon""}";47.455883299386976, -0.5379256670822142
117;ECOLE PRIMAIRE ALFRED CLEMENT;1179;923;78.3;923;78.3;33;3.6;76;8.2;814;88.2;110;692;85.0;122;15.0;"{""coordinates"": [[[-0.541485087637017, 47.461829964661746], [-0.5404036024530048, 47.462557804701625], [-0.5393897044829707, 47.461864154993535], [-0.5372640467108274, 47.4633072043414], [-0.5383941996780472, 47.4637450145392], [-0.5373697006296161, 47.464823136282206], [-0.5366601524369149, 47.46554389710825], [-0.5364453265320168, 47.4657963441818], [-0.5362991324967544, 47.46608535112588], [-0.5391412506093908, 47.4658550041105], [-0.5425034763044259, 47.465549381010405], [-0.5414697452664713, 47.46492793883915], [-0.5400237468636, 47.46439386469175], [-0.5403618212467548, 47.46413534437663], [-0.5404105383790238, 47.46394800568569], [-0.5405539415597457, 47.463617569154266], [-0.5407408240182194, 47.4633896161378], [-0.5411874735345252, 47.46315261417439], [-0.5422537729640712, 47.46391847513898], [-0.5453334196347884, 47.465346175829225], [-0.5486495914868149, 47.46503971507439], [-0.5488133161557489, 47.46480939862139], [-0.541485087637017, 47.461829964661746]]], ""type"": ""Polygon""}";47.464071367799036, -0.5417016000912122
202;ECOLE CHARLES BENIER;1373;1084;79.0;1084;79.0;14;1.3;88;8.1;982;90.6;124;849;86.5;133;13.5;"{""coordinates"": [[[-0.5685961413332533, 47.45488096821352], [-0.565513905728707, 47.4530063605168], [-0.5605655786323869, 47.45062649547786], [-0.5599243760852928, 47.45033316346696], [-0.5597355311365779, 47.45053091095982], [-0.560448104607106, 47.45075291223215], [-0.558920786577717, 47.45239643809719], [-0.557869914367239, 47.45345356562387], [-0.5568223585519716, 47.45441671712348], [-0.556590895510204, 47.454795587639], [-0.5565025325796218, 47.45487624273859], [-0.5542043799431653, 47.45702385020006], [-0.5539922064407201, 47.45703344459541], [-0.5539779190766534, 47.457068854079665], [-0.5586090569265064, 47.458848905345214], [-0.5586389893743334, 47.458770807465754], [-0.5588765965621478, 47.458158128735015], [-0.5591246915329203, 47.45774754065098], [-0.5593348753418024, 47.45748047759714], [-0.5596881728141267, 47.45715596580374], [-0.5601515625696106, 47.45682805720378], [-0.5616983991424466, 47.45608250907354], [-0.562483437089388, 47.456601417994875], [-0.5630369430252895, 47.45620219343035], [-0.5631820865483331, 47.456198793451584], [-0.5636975805527045, 47.456556645198475], [-0.5630791219570165, 47.45696724235227], [-0.564168524954601, 47.45771031492803], [-0.5651673394803557, 47.456396003672616], [-0.5656916938593237, 47.45585954078942], [-0.5670220478642923, 47.45610819303885], [-0.5685961413332533, 47.45488096821352]]], ""type"": ""Polygon""}";47.45483517383765, -0.5611377248188213
205;ECOLE MATERNELLE J.J ROUSSEAU;1205;827;68.6;827;68.6;25;3.0;78;9.4;724;87.5;36;562;77.6;162;22.4;"{""coordinates"": [[[-0.5595645097498385, 47.44633659754965], [-0.5583915976489029, 47.447563760645494], [-0.556345104219976, 47.44797683747866], [-0.5588244287737534, 47.449179641625705], [-0.5592195961124126, 47.44900132717605], [-0.5596991700343241, 47.44923469315415], [-0.5605778573407203, 47.44968387366271], [-0.5601180294979099, 47.450056441432906], [-0.560361430216849, 47.450532264616164], [-0.5605655786323869, 47.45062649547786], [-0.5636269047709656, 47.45209887089581], [-0.5636043478098803, 47.45194004886104], [-0.5604700684672761, 47.45033346616523], [-0.5604322425946189, 47.45007073847263], [-0.5607207742762433, 47.449777380201475], [-0.5612605110291695, 47.45003283428579], [-0.5619106454215347, 47.44949979892706], [-0.5633569008625484, 47.44817276686563], [-0.5618728685318503, 47.44745429712367], [-0.5595645097498385, 47.44633659754965]]], ""type"": ""Polygon""}";47.448385909203125, -0.5602822500604274
211;ECOLE DES GRANDES MAULEVRIES;1060;763;72.0;763;72.0;21;2.8;72;9.4;670;87.8;64;569;84.9;101;15.1;"{""coordinates"": [[[-0.5539922064407201, 47.45703344459541], [-0.5527625823284466, 47.45057927345185], [-0.5494704592735417, 47.45095573537878], [-0.5490416977721585, 47.452534837915636], [-0.5473044540942597, 47.45226526453571], [-0.546720136268184, 47.452263273068525], [-0.544976743019252, 47.45245062983084], [-0.5450677835069851, 47.45265181735707], [-0.545384142404877, 47.45341855828768], [-0.5459986950164037, 47.453741261120676], [-0.5479450534775968, 47.45472169771976], [-0.5483862808325608, 47.4548685217955], [-0.5503122596588088, 47.45560265456557], [-0.550596670736645, 47.45569664377642], [-0.5514319217659917, 47.45601860887771], [-0.5526149938514817, 47.45647463093724], [-0.5534747796428275, 47.456806441846815], [-0.5539225409336485, 47.45697643201916], [-0.5539922064407201, 47.45703344459541]]], ""type"": ""Polygon""}";47.4535289711822, -0.5503910244595271
218;SALLE AUGUSTE CHUPIN;1026;860;83.8;860;83.8;18;2.1;56;6.5;786;91.4;86;691;87.9;95;12.1;"{""coordinates"": [[[-0.6046014953177942, 47.45739452836994], [-0.6047266440687359, 47.458516267140205], [-0.6042363938699927, 47.45893965787147], [-0.6052209530096523, 47.45988706516917], [-0.60443037571977, 47.46071549118055], [-0.6039146060492193, 47.46119163201995], [-0.6038341802772581, 47.46149534149422], [-0.6029242827174345, 47.46277707172104], [-0.6027548294744494, 47.463461474565634], [-0.602717449633627, 47.46361112419117], [-0.6028231287235825, 47.46367743029323], [-0.6033043290842529, 47.46395523542069], [-0.6036813867744829, 47.464185414653144], [-0.6039424334906291, 47.46433205159264], [-0.604184691285254, 47.46440336720085], [-0.6045035329284262, 47.46445464243072], [-0.6048187316172419, 47.464471813690196], [-0.6049945031067073, 47.46446740539929], [-0.6051604031052052, 47.46449752199126], [-0.6053044151954543, 47.464588561628574], [-0.6053852195640671, 47.46469715284309], [-0.6054195820049082, 47.46484141133138], [-0.6056842596036843, 47.46488302941612], [-0.6058829436298077, 47.4644261512553], [-0.6059055328701067, 47.464375561045934], [-0.6059280549312163, 47.46432398243945], [-0.6059729585450591, 47.46421875857346], [-0.6060103367798191, 47.46413763153044], [-0.6060544649328679, 47.46402099619316], [-0.6060737987927266, 47.46396744611146], [-0.6060956857509511, 47.4639065226699], [-0.606115982649121, 47.46384564889157], [-0.6061563072245917, 47.46373948742021], [-0.6061677679037086, 47.46370491250721], [-0.6061754333558363, 47.4636828822872], [-0.6061772784490572, 47.46366508588751], [-0.6061802984974307, 47.46364112975927], [-0.6061818017839508, 47.463618301545985], [-0.6061882177568754, 47.463532919042464], [-0.6061868810609585, 47.463513241057846], [-0.6062691477718458, 47.4635065290755], [-0.606276700269435, 47.46350629313949], [-0.6063057849016561, 47.46350637503571], [-0.6063682498442249, 47.46350136211661], [-0.6066198294824657, 47.46348512827943], [-0.6071093609523504, 47.46345533588557], [-0.6071275726571718, 47.46345368629304], [-0.6071961996069211, 47.46344947086777], [-0.6072126790687453, 47.46344382338578], [-0.6072245820907678, 47.46343921935033], [-0.607550691371094, 47.46330242605444], [-0.6077576654392544, 47.46321599820939], [-0.6085363374243655, 47.46289046086029], [-0.6085899194405809, 47.462868075638205], [-0.6089518012532517, 47.46271656314447], [-0.6100976147749881, 47.46225077213497], [-0.6101172293785098, 47.46226780748404], [-0.610172760847247, 47.46231901710326], [-0.6101923896498671, 47.46233821307009], [-0.610218380242417, 47.46235919105706], [-0.6102230256707682, 47.462361116802796], [-0.6102940675215635, 47.4624139123184], [-0.6103788972529975, 47.46246834759779], [-0.6104586681158329, 47.46251672795578], [-0.6105287998896779, 47.46255613513623], [-0.610538223300801, 47.46255998245819], [-0.6106158342078905, 47.46259807512678], [-0.6106364115817284, 47.46260778665767], [-0.6107528846925185, 47.462655018851635], [-0.6107654880772796, 47.46265876669005], [-0.6108635146849217, 47.46268271390483], [-0.6109634797144019, 47.4627117329551], [-0.6110388574810878, 47.462738459523614], [-0.6111285915707423, 47.46277518214359], [-0.6112016921768147, 47.46281332548545], [-0.6112095257080782, 47.46281722249093], [-0.6112655241445204, 47.46285184878144], [-0.6113506428485315, 47.46291050645705], [-0.6114665548808175, 47.4630158344005], [-0.6116204625797703, 47.46309413065702], [-0.6116963444630412, 47.46313020570628], [-0.6120444757840336, 47.46329580109262], [-0.6120863258042458, 47.463257123019936], [-0.6124518986612919, 47.46289261788578], [-0.613297175217754, 47.46201469870738], [-0.6134888438559073, 47.46177188094686], [-0.6140285744415406, 47.46097204353083], [-0.6140972742491227, 47.460810963258076], [-0.6138978682620708, 47.460783979686425], [-0.6136130781872201, 47.460760749278755], [-0.6132942129432586, 47.46062116620447], [-0.612667343255435, 47.46038640996836], [-0.6125763546555087, 47.46033315960685], [-0.6124282890514094, 47.46027233073588], [-0.612046013287872, 47.4601451739979], [-0.6116373649055447, 47.459967965847625], [-0.6114101631496516, 47.459801647938335], [-0.6110976793142516, 47.45955074412144], [-0.6109292713617052, 47.45943868398599], [-0.6107109510273423, 47.45922328267721], [-0.6105404520622745, 47.45910192276639], [-0.6104441884780174, 47.45897103709947], [-0.6102279860641661, 47.45878672423346], [-0.609975128391694, 47.45864713907348], [-0.6097998895092214, 47.458434530909386], [-0.6096453126577885, 47.45830123616424], [-0.6095963923221145, 47.45821245103764], [-0.6092150669388061, 47.45787238990096], [-0.6088936920632801, 47.45751379495101], [-0.6087693995317691, 47.45703684178495], [-0.608738695871337, 47.45676676687199], [-0.6088357551653383, 47.45668485302594], [-0.6088006651351215, 47.456641287910294], [-0.6087181643814459, 47.4565545428558], [-0.6087099105664175, 47.45654444575635], [-0.6086895901077823, 47.45651698708795], [-0.6086845238593838, 47.456508861359474], [-0.6086748673125545, 47.456480078792715], [-0.6086693876647377, 47.45646782392699], [-0.6086556481232115, 47.456445382103475], [-0.6086112095017218, 47.456399047690624], [-0.6084330381627647, 47.4562114717974], [-0.6083113663901696, 47.45608750193139], [-0.6082639564334654, 47.456044321810445], [-0.6082491873182059, 47.45602821526624], [-0.60822033277357, 47.455986526095984], [-0.6082100760034357, 47.455972349517936], [-0.6081574720126248, 47.45587422430884], [-0.6080779639370698, 47.455739661549444], [-0.6079978495344971, 47.455619614908436], [-0.6079678330495016, 47.45558426514015], [-0.6079383642706813, 47.45555502129071], [-0.6079155653751006, 47.455536014140826], [-0.6079075927295327, 47.455530050262304], [-0.607867547625644, 47.455505369100656], [-0.6078121861680043, 47.45547801511207], [-0.6077742193360594, 47.455460472541844], [-0.6077458881635113, 47.45544992240588], [-0.6077350822021856, 47.45544719864508], [-0.6075901108759991, 47.455410129228305], [-0.6075776028417607, 47.455429249490514], [-0.607547534801032, 47.45548106458326], [-0.6075117346441523, 47.455540352449745], [-0.6074369405275675, 47.455656866884155], [-0.6074327310559524, 47.455663301581886], [-0.6073806593382327, 47.45572931103852], [-0.6073750536160184, 47.45573668981928], [-0.6073196618116036, 47.45580073197766], [-0.6071772193457786, 47.455980680882845], [-0.6071519157955637, 47.45601469817284], [-0.6071079285494293, 47.45606487708503], [-0.6070850432445983, 47.456089544175796], [-0.6070735569478718, 47.45610025827777], [-0.6070216048336109, 47.4561465440018], [-0.6069971156560248, 47.456169100120164], [-0.6069477156242528, 47.456141559419706], [-0.6069318454264562, 47.45613269070607], [-0.6068956146905915, 47.45611725466623], [-0.6068201751551628, 47.4560894470907], [-0.6067811781833468, 47.45607823951512], [-0.6067484157566574, 47.45606890813824], [-0.6067234123037769, 47.4560623958221], [-0.6066333723541617, 47.45604440901033], [-0.6065531737706429, 47.45603448878188], [-0.6065021368886759, 47.456027799374475], [-0.6064266502258998, 47.4560207933512], [-0.6063097483038864, 47.45601192971162], [-0.6062021419773623, 47.45600700763044], [-0.6061853822078225, 47.45600654076876], [-0.6061699411483747, 47.45600594265941], [-0.6061500689589222, 47.4560065635257], [-0.6061394033281473, 47.456005906258724], [-0.6061240355013608, 47.456006386391564], [-0.606108800155638, 47.45600686238329], [-0.6060889279651269, 47.45600748323906], [-0.6060660087048708, 47.4560081992885], [-0.6060309682937116, 47.4560102845127], [-0.6060202373097792, 47.456010619768016], [-0.6060142164003843, 47.45601188840786], [-0.6059837535779956, 47.45601491114208], [-0.6059699755228696, 47.456015341587516], [-0.6059669955793847, 47.45601642517635], [-0.6059534232335209, 47.456017929729356], [-0.6059275972503525, 47.45602080758814], [-0.6058729793019708, 47.45602980751046], [-0.605812533920529, 47.456040970438], [-0.6057343143086203, 47.456062143278295], [-0.6057164529070485, 47.456068914335674], [-0.6057016385747304, 47.4560755902029], [-0.6056599026846589, 47.45609247170774], [-0.6056212138440484, 47.45610925801219], [-0.605542940147398, 47.45615114267721], [-0.605487170766101, 47.45618620128291], [-0.6054243397171495, 47.456230664994685], [-0.6054042138746388, 47.45625101343033], [-0.6054029030087192, 47.45625321544836], [-0.6053711501370839, 47.45628221116885], [-0.6053326938408492, 47.45632393246997], [-0.6052927148117238, 47.4563666918098], [-0.6052784695076188, 47.456383704977185], [-0.6052406475917862, 47.456434771068565], [-0.6051863079831904, 47.45651435694211], [-0.6050596453794719, 47.45670002311737], [-0.605019345032401, 47.4567615216566], [-0.6049278105918825, 47.456901428367935], [-0.6049153012485202, 47.45692054833288], [-0.6048584669552326, 47.457006424999335], [-0.6048390421721196, 47.45703710654901], [-0.6046529969668816, 47.45731809299158], [-0.6046014953177942, 47.45739452836994]]], ""type"": ""Polygon""}";47.46048249705112, -0.6076786705512831
303;ECOLE RASPAIL;880;610;69.3;610;69.3;8;1.3;46;7.5;556;91.1;62;487;87.6;69;12.4;"{""coordinates"": [[[-0.5792034880525476, 47.46547547915529], [-0.5751752886901289, 47.464847449013774], [-0.5750287375198875, 47.464968322746635], [-0.573726165131274, 47.46613634779054], [-0.5726964403012753, 47.46690026549159], [-0.5721974225080341, 47.46719817071229], [-0.5713747478124731, 47.467649343820995], [-0.5706603718608094, 47.468230153918604], [-0.5687589526341422, 47.469672085411574], [-0.5682970321608525, 47.470022760680486], [-0.5686109711824398, 47.470113814943694], [-0.5691361819619914, 47.47025020184436], [-0.5705698130581077, 47.4705953080113], [-0.5704157368300017, 47.47085345208824], [-0.5701485603635643, 47.470798324131806], [-0.5692608049196632, 47.4709877578347], [-0.5687537188235797, 47.47116649935738], [-0.5694910188979783, 47.47179264244235], [-0.5702036564183082, 47.472527684673075], [-0.570416883083514, 47.47275988351556], [-0.571116649372321, 47.47362299874243], [-0.568445722235183, 47.47394328694763], [-0.5678421135209014, 47.4741011451675], [-0.567787703637941, 47.47420250307545], [-0.5677318421045854, 47.47430597677164], [-0.5681262817037371, 47.47436339099895], [-0.5689445216201574, 47.47446056012808], [-0.5693257022949193, 47.474595276213975], [-0.5697302329246243, 47.47477897253109], [-0.570176173382169, 47.47505701201584], [-0.5709332822818303, 47.47536063368485], [-0.5729297788721157, 47.47621478398888], [-0.5743080990183375, 47.4757120999357], [-0.5743897996187537, 47.47562961316694], [-0.5746226761224759, 47.47476682040426], [-0.5754504515449155, 47.47390824333272], [-0.5755345410790956, 47.47383325236973], [-0.5772535836937488, 47.47385253760998], [-0.5800729173719849, 47.47346297191442], [-0.5813334990099782, 47.47310089520899], [-0.5812045735840625, 47.47284737140076], [-0.5811169146949535, 47.472681890110955], [-0.58096857227687, 47.472390519987364], [-0.580843214687189, 47.47207565599942], [-0.5807867263893002, 47.47189777231906], [-0.580784721149285, 47.47179914748732], [-0.5808673563253445, 47.47168547170545], [-0.5808863008773926, 47.47139935806484], [-0.5809018135124724, 47.4711745800208], [-0.5808984966755592, 47.47108013781636], [-0.5808767494535433, 47.470962495890014], [-0.5808181670942419, 47.47088741612895], [-0.580771814916896, 47.47085976983254], [-0.5803724648628281, 47.47068216399497], [-0.5805944582905928, 47.47045512468462], [-0.5810807606223529, 47.46990005449331], [-0.5811467839581741, 47.46981183548882], [-0.5812389609930094, 47.469680214855465], [-0.5813861157846962, 47.469523027337075], [-0.5815213734528795, 47.46939421203765], [-0.5818140661395448, 47.46905593464451], [-0.5820288449239256, 47.468834338383715], [-0.5823879286312261, 47.46855117675726], [-0.5825010132830996, 47.46852479682231], [-0.58278498425877, 47.46842143951472], [-0.5831097859962119, 47.46826395895296], [-0.58391214834727, 47.467922282380506], [-0.5845710307597184, 47.4675207639835], [-0.5822528955151609, 47.46655019680627], [-0.5799233491160473, 47.46570446881766], [-0.5792034880525476, 47.46547547915529]]], ""type"": ""Polygon""}";47.47017856881712, -0.5756857389069236
